FIPS,State,County
51171,Virginia,Shenandoah County
51173,Virginia,Smyth County
51175,Virginia,Southampton County
51177,Virginia,Spotsylvania County
51179,Virginia,Stafford County
51181,Virginia,Surry County
51183,Virginia,Sussex County
51185,Virginia,Tazewell County
51187,Virginia,Warren County
51191,Virginia,Washington County
51193,Virginia,Westmoreland County
51195,Virginia,Wise County
51197,Virginia,Wythe County
51199,Virginia,York County
51510,Virginia,Alexandria city
51515,Virginia,Bedford city
51520,Virginia,Bristol city
51530,Virginia,Buena Vista city
51540,Virginia,Charlottesville city
51550,Virginia,Chesapeake city
51570,Virginia,Colonial Heights city
51580,Virginia,Covington city
51590,Virginia,Danville city
51595,Virginia,Emporia city
51600,Virginia,Fairfax city
51610,Virginia,Falls Church city
51620,Virginia,Franklin city
51630,Virginia,Fredericksburg city
51640,Virginia,Galax city
51650,Virginia,Hampton city
51660,Virginia,Harrisonburg city
51670,Virginia,Hopewell city
51678,Virginia,Lexington city
51680,Virginia,Lynchburg city
51683,Virginia,Manassas city
51685,Virginia,Manassas Park city
51690,Virginia,Martinsville city
51700,Virginia,Newport News city
51710,Virginia,Norfolk city
51720,Virginia,Norton city
51730,Virginia,Petersburg city
51735,Virginia,Poquoson city
51740,Virginia,Portsmouth city
51750,Virginia,Radford city
51760,Virginia,Richmond city
51770,Virginia,Roanoke city
51775,Virginia,Salem city
51790,Virginia,Staunton city
51800,Virginia,Suffolk city
51810,Virginia,Virginia Beach city
51820,Virginia,Waynesboro city
51830,Virginia,Williamsburg city
51840,Virginia,Winchester city
53001,Washington,Adams County
53003,Washington,Asotin County
53005,Washington,Benton County
53007,Washington,Chelan County
53009,Washington,Clallam County
53011,Washington,Clark County
53013,Washington,Columbia County
53015,Washington,Cowlitz County
53017,Washington,Douglas County
53019,Washington,Ferry County
53021,Washington,Franklin County
53023,Washington,Garfield County
53025,Washington,Grant County
53027,Washington,Grays Harbor County
53029,Washington,Island County
53031,Washington,Jefferson County
53033,Washington,King County
53035,Washington,Kitsap County
53037,Washington,Kittitas County
53039,Washington,Klickitat County
53041,Washington,Lewis County
53043,Washington,Lincoln County
53045,Washington,Mason County
53047,Washington,Okanogan County
53049,Washington,Pacific County
53051,Washington,Pend Oreille County
53053,Washington,Pierce County
53055,Washington,San Juan County
53057,Washington,Skagit County
53059,Washington,Skamania County
53061,Washington,Snohomish County
53063,Washington,Spokane County
53065,Washington,Stevens County
53067,Washington,Thurston County
53069,Washington,Wahkiakum County
53071,Washington,Walla Walla County
53073,Washington,Whatcom County
53075,Washington,Whitman County
53077,Washington,Yakima County
54001,West Virginia,Barbour County
54003,West Virginia,Berkeley County
54005,West Virginia,Boone County
54007,West Virginia,Braxton County
54009,West Virginia,Brooke County
54011,West Virginia,Cabell County
54013,West Virginia,Calhoun County
54015,West Virginia,Clay County
54017,West Virginia,Doddridge County
54019,West Virginia,Fayette County
54021,West Virginia,Gilmer County
54023,West Virginia,Grant County
54025,West Virginia,Greenbrier County
54027,West Virginia,Hampshire County
54029,West Virginia,Hancock County
54031,West Virginia,Hardy County
54033,West Virginia,Harrison County
54035,West Virginia,Jackson County
54037,West Virginia,Jefferson County
54039,West Virginia,Kanawha County
54041,West Virginia,Lewis County
54043,West Virginia,Lincoln County
54045,West Virginia,Logan County
54047,West Virginia,McDowell County
54049,West Virginia,Marion County
54051,West Virginia,Marshall County
54053,West Virginia,Mason County
54055,West Virginia,Mercer County
54057,West Virginia,Mineral County
54059,West Virginia,Mingo County
54061,West Virginia,Monongalia County
54063,West Virginia,Monroe County
54065,West Virginia,Morgan County
54067,West Virginia,Nicholas County
54069,West Virginia,Ohio County
54071,West Virginia,Pendleton County
54073,West Virginia,Pleasants County
54075,West Virginia,Pocahontas County
54077,West Virginia,Preston County
54079,West Virginia,Putnam County
54081,West Virginia,Raleigh County
54083,West Virginia,Randolph County
54085,West Virginia,Ritchie County
54087,West Virginia,Roane County
54089,West Virginia,Summers County
54091,West Virginia,Taylor County
54093,West Virginia,Tucker County
54095,West Virginia,Tyler County
54097,West Virginia,Upshur County
54099,West Virginia,Wayne County
54101,West Virginia,Webster County
54103,West Virginia,Wetzel County
54105,West Virginia,Wirt County
54107,West Virginia,Wood County
54109,West Virginia,Wyoming County
55001,Wisconsin,Adams County
55003,Wisconsin,Ashland County
55005,Wisconsin,Barron County
55007,Wisconsin,Bayfield County
55009,Wisconsin,Brown County
55011,Wisconsin,Buffalo County
55013,Wisconsin,Burnett County
55015,Wisconsin,Calumet County
55017,Wisconsin,Chippewa County
55019,Wisconsin,Clark County
55021,Wisconsin,Columbia County
55023,Wisconsin,Crawford County
55025,Wisconsin,Dane County
55027,Wisconsin,Dodge County
55029,Wisconsin,Door County
55031,Wisconsin,Douglas County
55033,Wisconsin,Dunn County
55035,Wisconsin,Eau Claire County
55037,Wisconsin,Florence County
55039,Wisconsin,Fond du Lac County
55041,Wisconsin,Forest County
55043,Wisconsin,Grant County
55045,Wisconsin,Green County
55047,Wisconsin,Green Lake County
55049,Wisconsin,Iowa County
55051,Wisconsin,Iron County
55053,Wisconsin,Jackson County
55055,Wisconsin,Jefferson County
55057,Wisconsin,Juneau County
55059,Wisconsin,Kenosha County
55061,Wisconsin,Kewaunee County
55063,Wisconsin,La Crosse County
55065,Wisconsin,Lafayette County
55067,Wisconsin,Langlade County
55069,Wisconsin,Lincoln County
55071,Wisconsin,Manitowoc County
55073,Wisconsin,Marathon County
55075,Wisconsin,Marinette County
55077,Wisconsin,Marquette County
55078,Wisconsin,Menominee County
55079,Wisconsin,Milwaukee County
55081,Wisconsin,Monroe County
55083,Wisconsin,Oconto County
55085,Wisconsin,Oneida County
55087,Wisconsin,Outagamie County
55089,Wisconsin,Ozaukee County
55091,Wisconsin,Pepin County
55093,Wisconsin,Pierce County
55095,Wisconsin,Polk County
55097,Wisconsin,Portage County
55099,Wisconsin,Price County
55101,Wisconsin,Racine County
55103,Wisconsin,Richland County
55105,Wisconsin,Rock County
55107,Wisconsin,Rusk County
55109,Wisconsin,St. Croix County
55111,Wisconsin,Sauk County
55113,Wisconsin,Sawyer County
55115,Wisconsin,Shawano County
55117,Wisconsin,Sheboygan County
55119,Wisconsin,Taylor County
55121,Wisconsin,Trempealeau County
55123,Wisconsin,Vernon County
55125,Wisconsin,Vilas County
55127,Wisconsin,Walworth County
55129,Wisconsin,Washburn County
55131,Wisconsin,Washington County
55133,Wisconsin,Waukesha County
55135,Wisconsin,Waupaca County
55137,Wisconsin,Waushara County
55139,Wisconsin,Winnebago County
55141,Wisconsin,Wood County
56001,Wyoming,Albany County
56003,Wyoming,Big Horn County
56005,Wyoming,Campbell County
56007,Wyoming,Carbon County
56009,Wyoming,Converse County
56011,Wyoming,Crook County
56013,Wyoming,Fremont County
56015,Wyoming,Goshen County
56017,Wyoming,Hot Springs County
56019,Wyoming,Johnson County
56021,Wyoming,Laramie County
56023,Wyoming,Lincoln County
56025,Wyoming,Natrona County
56027,Wyoming,Niobrara County
56029,Wyoming,Park County
56031,Wyoming,Platte County
56033,Wyoming,Sheridan County
56035,Wyoming,Sublette County
56037,Wyoming,Sweetwater County
56039,Wyoming,Teton County
56041,Wyoming,Uinta County
56043,Wyoming,Washakie County
56045,Wyoming,Weston County
11001,District of Columbia,District of Columbia
11001,D.C.,District of Columbia
11001,District of Columbia,Washington
11001,D.C.,Washington
60010,American Samoa,Eastern District
60020,American Samoa,Manu'a District
60030,American Samoa,Rose Island District
60030,American Samoa,Rose Atoll District
60040,American Samoa,Swains Island District
60050,American Samoa,Western District
66010,Guam,Guam
69085,Northern Mariana Islands,Northern Islands Municipality
69100,Northern Mariana Islands,Rota Municipality
69110,Northern Mariana Islands,Saipan Municipality
69120,Northern Mariana Islands,Tinian Municipality
72001,Puerto Rico,Adjuntas Municipio
72003,Puerto Rico,Aguada Municipio
72005,Puerto Rico,Aguadilla Municipio
72007,Puerto Rico,Aguas Buenas Municipio
72009,Puerto Rico,Aibonito Municipio
72011,Puerto Rico,Añasco Municipio
72013,Puerto Rico,Arecibo Municipio
72015,Puerto Rico,Arroyo Municipio
72017,Puerto Rico,Barceloneta Municipio
72019,Puerto Rico,Barranquitas Municipio
72021,Puerto Rico,Bayamon Municipio
72023,Puerto Rico,Cabo Rojo Municipio
72025,Puerto Rico,Caguas Municipio
72027,Puerto Rico,Camuy Municipio
72029,Puerto Rico,Canovanas Municipio
72031,Puerto Rico,Carolina Municipio
72033,Puerto Rico,Cataño Municipio
72035,Puerto Rico,Cayey Municipio
72037,Puerto Rico,Ceiba Municipio
72039,Puerto Rico,Ciales Municipio
72041,Puerto Rico,Cidra Municipio
72043,Puerto Rico,Coamo Municipio
72045,Puerto Rico,Comerío Municipio
72047,Puerto Rico,Corozal Municipio
72049,Puerto Rico,Culebra Municipio
72051,Puerto Rico,Dorado Municipio
72053,Puerto Rico,Fajardo Municipio
72054,Puerto Rico,Florida Municipio
72055,Puerto Rico,Guánica Municipio
72057,Puerto Rico,Guayama Municipio
72059,Puerto Rico,Guayanilla Municipio
72061,Puerto Rico,Guaynabo Municipio
72063,Puerto Rico,Gurabo Municipio
72065,Puerto Rico,Hatillo Municipio
72067,Puerto Rico,Hormigueros Municipio
72069,Puerto Rico,Humacao Municipio
72071,Puerto Rico,Isabela Municipio
72073,Puerto Rico,Jayuya Municipio
72075,Puerto Rico,Juana Díaz Municipio
72077,Puerto Rico,Juncos Municipio
72079,Puerto Rico,Lajas Municipio
72081,Puerto Rico,Lares Municipio
72083,Puerto Rico,Las Marías Municipio
72085,Puerto Rico,Las Piedras Municipio
72087,Puerto Rico,Loíza Municipio
72089,Puerto Rico,Luquillo Municipio
72091,Puerto Rico,Manatí Municipio
72093,Puerto Rico,Maricao Municipio
72095,Puerto Rico,Maunabo Municipio
72097,Puerto Rico,Mayagüez Municipio
72099,Puerto Rico,Moca Municipio
72101,Puerto Rico,Morovis Municipio
72103,Puerto Rico,Naguabo Municipio
72105,Puerto Rico,Naranjito Municipio
72107,Puerto Rico,Orocovis Municipio
72109,Puerto Rico,Patillas Municipio
72111,Puerto Rico,Peñuelas Municipio
72113,Puerto Rico,Ponce Municipio
72115,Puerto Rico,Quebradillas Municipio
72117,Puerto Rico,Rincon Municipio
72119,Puerto Rico,Río Grande Municipio
72121,Puerto Rico,Sabana Grande Municipio
72123,Puerto Rico,Salinas Municipio
72125,Puerto Rico,San Germán Municipio
72127,Puerto Rico,San Juan Municipio
72129,Puerto Rico,San Lorenzo Municipio
72131,Puerto Rico,San Sebastián Municipio
72133,Puerto Rico,Santa Isabel Municipio
72135,Puerto Rico,Toa Alta Municipio
72137,Puerto Rico,Toa Baja Municipio
72139,Puerto Rico,Trujillo Alto Municipio
72141,Puerto Rico,Utuado Municipio
72143,Puerto Rico,Vega Alta Municipio
72145,Puerto Rico,Vega Baja Municipio
72147,Puerto Rico,Vieques Municipio
72149,Puerto Rico,Villalba Municipio
72151,Puerto Rico,Yabucoa Municipio
72153,Puerto Rico,Yauco Municipio
78010,U.S. Virgin Islands,St. Croix Island District
78010,Virgin Islands,St. Croix Island District
78010,United States Virgin Islands,St. Croix Island District
78020,U.S. Virgin Islands,St. John Island District
78020,Virgin Islands,St. John Island District
78020,United States Virgin Islands,St. John Island District
78030,U.S. Virgin Islands,St. Thomas Island District
78030,Virgin Islands,St. Thomas Island District
78030,United States Virgin Islands,St. Thomas Island District
74300,,Midway Islands District
