name;geog_id;transit_scores - population weighted averages aggregated from town/city level to county;
"Umatilla County, Oregon";41059;"1,480918585";
"Unicoi County, Tennessee";47171;0;
"Union County, Arkansas";5139;0;
"Union County, Florida";12125;"0,09693697";
"Union County, Georgia";13291;0;
"Union County, Illinois";17181;0;
"Union County, Indiana";18161;0;
"Union County, Iowa";19175;"0,87527556";
"Union County, Kentucky";21225;0;
"Union Parish County, Louisiana";22111;0;
"Union County, Mississippi";28145;0;
"Union County, New Jersey";34039;"6,608215568";
"Union County, New Mexico";35059;0;
"Union County, North Carolina";37179;"0,074122875";
"Union County, Ohio";39159;0;
"Union County, Oregon";41061;"2,361204674";
"Union County, Pennsylvania";42119;0;
"Union County, South Carolina";45087;0;
"Union County, South Dakota";46127;"0,50377991";
"Union County, Tennessee";47173;0;
"Upshur County, Texas";48459;0;
"Upson County, Georgia";13293;0;
"Upton County, Texas";48461;0;
"Utah County, Utah";49049;"3,811716889";
"Uvalde County, Texas";48463;0;
"Val Verde County, Texas";48465;"0,434732444";
"Valdez-Cordova Census Area County, Alaska";2261;0;
"Valencia County, New Mexico";35061;"0,963349873";
"Valley County, Idaho";16085;0;
"Valley County, Montana";30105;"1,595312275";
"Valley County, Nebraska";31175;0;
"Van Buren County, Arkansas";5141;0;
"Van Buren County, Iowa";19177;0;
"Van Buren County, Michigan";26159;"0,080279374";
"Van Buren County, Tennessee";47175;0;
"Van Wert County, Ohio";39161;0;
"Van Zandt County, Texas";48467;0;
"Vance County, North Carolina";37181;0;
"Vanderburgh County, Indiana";18163;"3,526827711";
"Venango County, Pennsylvania";42121;"1,656397329";
"Ventura County, California";6111;"3,600020441";
"Vermilion County, Illinois";17183;"2,101054152";
"Vermilion Parish County, Louisiana";22113;0;
"Vermillion County, Indiana";18165;0;
"Vernon Parish County, Louisiana";22115;0;
"Vernon County, Missouri";29217;0;
"Vernon County, Wisconsin";55123;0;
"Victoria County, Texas";48469;"3,073475558";
"Vigo County, Indiana";18167;"2,249501698";
"Vilas County, Wisconsin";55125;0;
"Vinton County, Ohio";39163;0;
"Virginia Beach city County, Virginia";51810;"3,2";
"Volusia County, Florida";12127;"3,212576735";
"Wabash County, Illinois";17185;0;
"Wabash County, Indiana";18169;0;
"Wabasha County, Minnesota";27157;"0,747102859";
"Wabaunsee County, Kansas";20197;0;
"Wadena County, Minnesota";27159;0;
"Wagoner County, Oklahoma";40145;0;
"Wahkiakum County, Washington";53069;0;
"Wake County, North Carolina";37183;"3,679201358";
"Wakulla County, Florida";12129;0;
"Waldo County, Maine";23027;0;
"Walker County, Alabama";1127;0;
"Walker County, Georgia";13295;"0,209501162";
"Walker County, Texas";48471;0;
"Walla Walla County, Washington";53071;"4,000252708";
"Wallace County, Kansas";20199;0;
"Waller County, Texas";48473;0;
"Wallowa County, Oregon";41063;"0,763669374";
"Walsh County, North Dakota";38099;0;
"Walthall County, Mississippi";28147;0;
"Walton County, Florida";12131;"0,278651455";
"Walton County, Georgia";13297;0;
"Walworth County, South Dakota";46129;0;
"Walworth County, Wisconsin";55127;0;
"Wapello County, Iowa";19179;"0,38501874";
"Ward County, North Dakota";38101;"0,351278443";
"Ward County, Texas";48475;0;
"Ware County, Georgia";13299;0;
"Warren County, Georgia";13301;0;
"Warren County, Illinois";17187;0;
"Warren County, Indiana";18171;0;
"Warren County, Iowa";19181;"0,0520585";
"Warren County, Kentucky";21227;"2,17899971";
"Warren County, Mississippi";28149;0;
"Warren County, Missouri";29219;"0,01197928";
"Warren County, New Jersey";34041;"2,534792511";
"Warren County, New York";36113;"2,40224441";
"Warren County, North Carolina";37185;0;
"Warren County, Ohio";39165;"0,318350377";
"Warren County, Pennsylvania";42123;"1,957094022";
"Warren County, Tennessee";47177;0;
"Warren County, Virginia";51187;0;
"Warrick County, Indiana";18173;0;
"Wasatch County, Utah";49051;"0,020255318";
"Wasco County, Oregon";41065;"0,444375208";
"Waseca County, Minnesota";27161;0;
"Washakie County, Wyoming";56043;0;
"Washburn County, Wisconsin";55129;0;
"Washington County, Alabama";1129;0;
"Washington County, Arkansas";5143;"3,103474427";
"Washington County, Colorado";8121;0;
"Washington County, Florida";12133;0;
"Washington County, Georgia";13303;0;
"Washington County, Idaho";16087;0;
"Washington County, Illinois";17189;"0,128546856";
"Washington County, Indiana";18175;0;
"Washington County, Iowa";19183;0;
"Washington County, Kansas";20201;0;
"Washington County, Kentucky";21229;0;
"Washington Parish County, Louisiana";22117;0;
"Washington County, Maine";23029;0;
"Washington County, Maryland";24043;"1,578158511";
"Washington County, Minnesota";27163;"1,108094998";
"Washington County, Mississippi";28151;0;
"Washington County, Missouri";29221;0;
"Washington County, Nebraska";31177;0;
"Washington County, New York";36115;"2,108901571";
"Washington County, North Carolina";37187;0;
"Washington County, Ohio";39167;"0,02831108";
"Washington County, Oklahoma";40147;0;
"Washington County, Oregon";41067;"6,975247997";
"Washington County, Pennsylvania";42125;"1,391720728";
"Washington County, Rhode Island";44009;"2,434157131";
"Washington County, Tennessee";47179;"2,714480685";
"Washington County, Texas";48477;0;
"Washington County, Utah";49053;"1,597463614";
"Washington County, Vermont";50023;"2,803386629";
"Washington County, Virginia";51191;0;
"Washington County, Wisconsin";55131;"0,194316292";
"Washita County, Oklahoma";40149;0;
"Washoe County, Nevada";32031;"3,514660388";
"Washtenaw County, Michigan";26161;"6,64850014";
"Watauga County, North Carolina";37189;0;
"Watonwan County, Minnesota";27165;0;
"Waukesha County, Wisconsin";55133;"1,943546468";
"Waupaca County, Wisconsin";55135;0;
"Waushara County, Wisconsin";55137;0;
"Wayne County, Georgia";13305;"0,888525913";
"Wayne County, Illinois";17191;0;
"Wayne County, Indiana";18177;0;
"Wayne County, Iowa";19185;0;
"Wayne County, Kentucky";21231;0;
"Wayne County, Michigan";26163;"4,833192745";
"Wayne County, Mississippi";28153;0;
"Wayne County, Missouri";29223;0;
"Wayne County, Nebraska";31179;0;
"Wayne County, New York";36117;"0,368091426";
"Wayne County, North Carolina";37191;"1,995773632";
"Wayne County, Ohio";39169;0;
"Wayne County, Pennsylvania";42127;"0,662544706";
"Wayne County, Tennessee";47181;0;
"Wayne County, Utah";49055;0;
"Waynesboro city County, Virginia";51820;0;
"Weakley County, Tennessee";47183;0;
"Webb County, Texas";48479;"4,42506001";
"Weber County, Utah";49057;"5,389139882";
"Webster County, Iowa";19187;"3,813674614";
"Webster County, Kentucky";21233;0;
"Webster Parish County, Louisiana";22119;0;
"Webster County, Mississippi";28155;0;
"Webster County, Missouri";29225;0;
"Webster County, Nebraska";31181;0;
"Weld County, Colorado";8123;"1,989389157";
"Wells County, Indiana";18179;0;
"Wells County, North Dakota";38103;0;
"West Baton Rouge Parish County, Louisiana";22121;0;
"West Carroll Parish County, Louisiana";22123;0;
"West Feliciana Parish County, Louisiana";22125;0;
"Westchester County, New York";36119;"7,878303181";
"Westmoreland County, Pennsylvania";42129;"2,241339449";
"Westmoreland County, Virginia";51193;0;
"Weston County, Wyoming";56045;0;
"Wexford County, Michigan";26165;0;
"Wharton County, Texas";48481;0;
"Whatcom County, Washington";53073;"4,521725708";
"Wheatland County, Montana";30107;0;
"Wheeler County, Georgia";13309;0;
"Wheeler County, Nebraska";31183;0;
"Wheeler County, Oregon";41069;"0,093596059";
"Wheeler County, Texas";48483;0;
"White County, Arkansas";5145;0;
"White County, Georgia";13311;0;
"White County, Illinois";17193;0;
"White County, Indiana";18181;0;
"White County, Tennessee";47185;0;
"White Pine County, Nevada";32033;0;
"Whiteside County, Illinois";17195;"0,022070682";
"Whitfield County, Georgia";13313;0;
"Whitley County, Indiana";18183;0;
"Whitley County, Kentucky";21235;0;
"Whitman County, Washington";53075;0;
"Wibaux County, Montana";30109;0;
"Wichita County, Kansas";20203;0;
"Wichita County, Texas";48485;"2,162660645";
"Wicomico County, Maryland";24045;"1,834262838";
"Wilbarger County, Texas";48487;0;
"Wilcox County, Alabama";1131;"0,300286358";
"Wilcox County, Georgia";13315;0;
"Wilkes County, Georgia";13317;0;
"Wilkes County, North Carolina";37193;0;
"Wilkin County, Minnesota";27167;0;
"Wilkinson County, Georgia";13319;0;
"Wilkinson County, Mississippi";28157;0;
"Will County, Illinois";17197;"1,892569214";
"Willacy County, Texas";48489;0;
"Williams County, North Dakota";38105;"0,39855319";
"Williams County, Ohio";39171;"0,7684196";
"Williamsburg County, South Carolina";45089;"0,875757032";
"Williamsburg city County, Virginia";51830;"4,7";
"Williamson County, Illinois";17199;0;
"Williamson County, Tennessee";47187;"0,757278481";
"Williamson County, Texas";48491;"0,637725329";
"Wilson County, Kansas";20205;0;
"Wilson County, North Carolina";37195;"0,394112772";
"Wilson County, Tennessee";47189;"0,559318111";
"Wilson County, Texas";48493;0;
"Winchester city County, Virginia";51840;"0,2";
"Windham County, Connecticut";9015;"1,749910681";
"Windham County, Vermont";50025;"2,049358258";
"Windsor County, Vermont";50027;"2,535761093";
"Winkler County, Texas";48495;0;
"Winn Parish County, Louisiana";22127;0;
"Winnebago County, Illinois";17201;"2,876250967";
"Winnebago County, Iowa";19189;0;
"Winnebago County, Wisconsin";55139;"3,558956741";
"Winneshiek County, Iowa";19191;0;
"Winona County, Minnesota";27169;"0,685302533";
"Winston County, Alabama";1133;0;
"Winston County, Mississippi";28159;0;
"Wise County, Texas";48497;0;
"Wise County, Virginia";51195;0;
"Wolfe County, Kentucky";21237;0;
"Wood County, Ohio";39173;"0,402505556";
"Wood County, Texas";48499;"0,293003622";
"Wood County, Wisconsin";55141;0;
"Woodbury County, Iowa";19193;"3,357579014";
"Woodford County, Illinois";17203;0;
"Woodford County, Kentucky";21239;0;
"Woodruff County, Arkansas";5147;0;
"Woods County, Oklahoma";40151;0;
"Woodson County, Kansas";20207;0;
"Woodward County, Oklahoma";40153;0;
"Worcester County, Maryland";24047;"2,183179552";
"Worcester County, Massachusetts";25027;"4,411762879";
"Worth County, Georgia";13321;0;
"Worth County, Iowa";19195;0;
"Worth County, Missouri";29227;0;
"Wrangell City and Borough County, Alaska";2275;0;
"Wright County, Iowa";19197;0;
"Wright County, Minnesota";27171;"0,043262141";
"Wright County, Missouri";29229;0;
"Wyandot County, Ohio";39175;0;
"Wyandotte County, Kansas";20209;"3,331926583";
"Wyoming County, New York";36121;"0,734379259";
"Wyoming County, Pennsylvania";42131;0;
"Wythe County, Virginia";51197;0;
"Yadkin County, North Carolina";37197;0;
"Yakima County, Washington";53077;"3,253267909";
"Yakutat City and Borough County, Alaska";2282;0;
"Yalobusha County, Mississippi";28161;0;
"Yamhill County, Oregon";41071;"2,414946081";
"Yancey County, North Carolina";37199;0;
"Yankton County, South Dakota";46135;0;
"Yates County, New York";36123;0;
"Yavapai County, Arizona";4025;"0,516120516";
"Yazoo County, Mississippi";28163;"0,595751961";
"Yell County, Arkansas";5149;0;
"Yellow Medicine County, Minnesota";27173;0;
"Yellowstone County, Montana";30111;"3,387943831";
"Yoakum County, Texas";48501;0;
"Yolo County, California";6113;"5,09602363";
"York County, Maine";23031;"1,388220719";
"York County, Nebraska";31185;0;
"York County, Pennsylvania";42133;"2,727109468";
"York County, South Carolina";45091;"0,139005791";
"York County, Virginia";51199;"0,578236467";
"Young County, Texas";48503;0;
"Yuba County, California";6115;"3,32038639";
"Yukon-Koyukuk Census Area County, Alaska";2290;0;
"Yuma County, Arizona";4027;"2,299580401";
"Yuma County, Colorado";8125;0;
"Zapata County, Texas";48505;0;
"Zavala County, Texas";48507;0;
"Ziebach County, South Dakota";46137;0;
