id;geography; Total_population; Total_Male; Total_Female;Total_age0to17;Male_age0to17;Female_age0to17;Total_age18to64;Male_age18to64;Female_age18to64;Total_age65plus;Male_age65plus;Female_age65plus;Total_age85plusr;Male_age85plusr;Female_age85plusr;pop_density;Total households;Total households!!Family households (families);Total households!!Family households (families)!!With own children of the householder under 18 years;Total households!!Family households (families)!!Married-couple family;Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years;"Total households!!Family households (families)!!Male householder, no wife present, family";HOUSEHOLDS BY TYPE!!;"Total households!!Family households (families)!!Female householder, no husband present, family";"Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years";Total households!!Nonfamily households;Total households!!Nonfamily households!!Householder living alone;Total households!!Nonfamily households!!Householder living alone!!65 years and over;Total households!!Households with one or more people under 18 years;Total households!!Households with one or more people 65 years and over;Total households!!Average household size;Total households!!Average family size;RELATIONSHIP!!Population in households;RELATIONSHIP!!Population in households!!Householder;RELATIONSHIP!!Population in households!!Spouse;RELATIONSHIP!!Population in households!!Child;RELATIONSHIP!!Population in households!!Other relatives;RELATIONSHIP!!Population in households!!Nonrelatives;RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner;MARITAL STATUS!!Males 15 years and over;MARITAL STATUS!!Males 15 years and over!!Never married;"MARITAL STATUS!!Males 15 years and over!!Now married, except separated";MARITAL STATUS!!Males 15 years and over!!Separated;MARITAL STATUS!!Males 15 years and over!!Widowed;MARITAL STATUS!!Males 15 years and over!!Divorced;MARITAL STATUS!!Females 15 years and over;MARITAL STATUS!!Females 15 years and over!!Never married;"MARITAL STATUS!!Females 15 years and over!!Now married, except separated";MARITAL STATUS!!Females 15 years and over!!Separated;MARITAL STATUS!!Females 15 years and over!!Widowed;MARITAL STATUS!!Females 15 years and over!!Divorced;SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school;"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool";SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten;SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8);SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12);SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school;EDUCATIONAL ATTAINMENT!!Population 25 years and over;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade;"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma";EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency);"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree";EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher;VETERAN STATUS!!Civilian population 18 years and over;VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability;TOT_POP;TOT_MALE;TOT_FEMALE;WA_MALE;WA_FEMALE;BA_MALE;BA_FEMALE;IA_MALE;IA_FEMALE;AA_MALE;AA_FEMALE;NA_MALE;NA_FEMALE;TOM_MALE;TOM_FEMALE;WAC_MALE;WAC_FEMALE;BAC_MALE;BAC_FEMALE;IAC_MALE;IAC_FEMALE;AAC_MALE;AAC_FEMALE;NAC_MALE;NAC_FEMALE;NH_MALE;NH_FEMALE;NHWA_MALE;NHWA_FEMALE;NHBA_MALE;NHBA_FEMALE;NHIA_MALE;NHIA_FEMALE;NHAA_MALE;NHAA_FEMALE;NHNA_MALE;NHNA_FEMALE;NHTOM_MALE;NHTOM_FEMALE;NHWAC_MALE;NHWAC_FEMALE;NHBAC_MALE;NHBAC_FEMALE;NHIAC_MALE;NHIAC_FEMALE;NHAAC_MALE;NHAAC_FEMALE;NHNAC_MALE;NHNAC_FEMALE;H_MALE;H_FEMALE;HWA_MALE;HWA_FEMALE;HBA_MALE;HBA_FEMALE;HIA_MALE;HIA_FEMALE;HAA_MALE;HAA_FEMALE;HNA_MALE;HNA_FEMALE;HTOM_MALE;HTOM_FEMALE;HWAC_MALE;HWAC_FEMALE;HBAC_MALE;HBAC_FEMALE;HIAC_MALE;HIAC_FEMALE;HAAC_MALE;HAAC_FEMALE;HNAC_MALE;HNAC_FEMALE
48421;Sherman County;3079;1604;1475;869;456;413;1751;927;824;459;221;238;68;27;41;"3,33573265";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3079;1604;1475;1512;1411;38;16;17;20;14;13;0;0;23;15;1533;1424;50;24;25;26;16;15;3;1;877;850;822;820;28;10;7;6;6;6;0;0;14;8;834;827;37;13;11;10;7;7;2;1;727;625;690;591;10;6;10;14;8;7;0;0;9;7;699;597;13;11;14;16;9;8;1;0
48423;Smith County;230221;111207;119014;56582;29026;27556;135629;65318;70311;38010;16863;21147;4739;1787;2952;"249,8402641";77330;54682;21593;41326;15244;3088;1228;10268;5121;22648;19665;8247;26155;25692;2.90;3.53;224631;77330;41494;74708;22407;8692;2438;87031;28995;46655;968;1252;9161;96001;24714;46544;2004;9531;13208;60516;4238;4201;23528;13275;15274;150909;9204;11759;34354;38958;13935;27357;15342;129946;42699;173361;11038;227757;31333;56361;4643;134605;14547;36791;12143;230221;111207;119014;87155;91688;19110;21848;965;942;1913;2153;83;239;1981;2144;88978;93646;20219;23039;1558;1611;2340;2614;180;337;87922;96561;65618;70921;18419;21215;379;374;1810;2069;49;192;1647;1790;67129;72554;19376;22232;832;899;2189;2477;123;272;23285;22453;21537;20767;691;633;586;568;103;84;34;47;334;354;21849;21092;843;807;726;712;151;137;57;65
48425;Somervell County;9016;4442;4574;2016;1003;1013;5295;2618;2677;1705;821;884;212;75;137;"48,35259386";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9016;4442;4574;4170;4283;65;52;61;81;47;52;3;1;96;105;4257;4381;101;85;105;133;68;76;7;5;3602;3768;3415;3576;60;38;28;38;33;36;1;0;65;80;3472;3650;86;59;51;78;53;59;5;3;840;806;755;707;5;14;33;43;14;16;2;1;31;25;785;731;15;26;54;55;15;17;2;2
48427;Starr County;64525;31430;33095;21214;10510;10704;35998;17742;18256;7313;3178;4135;859;330;529;"52,75188158";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64525;31430;33095;30981;32704;141;110;140;122;74;75;9;4;85;80;31059;32779;171;144;173;155;97;91;15;10;1194;1155;1049;1058;62;21;6;9;50;51;4;2;23;14;1070;1071;73;26;10;16;58;54;6;3;30236;31940;29932;31646;79;89;134;113;24;24;5;2;62;66;29989;31708;98;118;163;139;39;37;9;7
48429;Stephens County;9433;4990;4443;2040;1053;987;5529;3079;2450;1864;858;1006;242;88;154;"10,51943422";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9433;4990;4443;4601;4229;192;73;70;56;61;27;1;3;65;55;4657;4278;213;91;101;83;79;43;5;5;3750;3429;3438;3262;175;66;39;30;54;26;0;3;44;42;3476;3300;191;77;59;52;66;40;2;4;1240;1014;1163;967;17;7;31;26;7;1;1;0;21;13;1181;978;22;14;42;31;13;3;3;1
48431;Sterling County;1311;668;643;373;193;180;749;393;356;189;82;107;37;10;27;"1,419677193";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1311;668;643;620;606;19;9;14;13;4;3;0;1;11;11;630;616;25;13;18;19;6;4;1;2;398;380;364;354;18;6;4;6;2;2;0;1;10;11;373;364;24;10;7;12;4;3;1;2;270;263;256;252;1;3;10;7;2;1;0;0;1;0;257;252;1;3;11;7;2;1;0;0
48433;Stonewall County;1362;665;697;303;147;156;698;356;342;361;162;199;66;29;37;"1,486392269";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1362;665;697;605;634;29;22;11;12;10;12;0;0;10;17;614;649;31;29;17;17;12;17;1;2;534;571;491;521;21;21;6;3;10;12;0;0;6;14;496;534;22;25;10;7;11;17;1;2;131;126;114;113;8;1;5;9;0;0;0;0;4;3;118;115;9;4;7;10;1;0;0;0
48435;Sutton County;3758;1920;1838;896;450;446;2172;1126;1046;690;344;346;101;39;62;"2,584709376";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3758;1920;1838;1849;1770;25;13;22;20;10;12;0;1;14;22;1861;1791;34;27;25;28;12;13;2;1;681;705;653;688;14;4;2;3;5;4;0;0;7;6;660;694;19;8;3;5;5;4;1;0;1239;1133;1196;1082;11;9;20;17;5;8;0;1;7;16;1201;1097;15;19;22;23;7;9;1;1
48437;Swisher County;7462;3975;3487;1874;965;909;4269;2406;1863;1319;604;715;187;74;113;"8,382766337";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7462;3975;3487;3404;3106;422;208;57;69;15;36;3;3;74;65;3471;3165;456;248;86;93;30;43;6;5;2190;1949;1727;1685;395;172;16;31;5;27;1;2;46;32;1769;1714;419;192;31;43;13;31;4;3;1785;1538;1677;1421;27;36;41;38;10;9;2;1;28;33;1702;1451;37;56;55;50;17;12;2;2
48439;Tarrant County;2084931;1020097;1064834;549063;279490;269573;1300681;637754;662927;235187;102853;132334;25637;8928;16709;"2414,102898";722473;502918;241604;357527;161460;40446;20191;104945;59953;219555;177065;54937;270077;166193;2.85;3.43;2061115;722473;358205;698679;165213;116545;44572;787677;293772;394538;11349;14971;73047;841075;264538;389304;20924;58718;107591;562622;30314;31501;244943;126018;129846;1341329;85529;102078;325678;289769;106802;287114;144359;1153722;431473;1533828;117889;2068666;199602;548454;21430;1290046;101406;230166;76766;2084931;1020097;1064834;751541;769673;172503;193343;9305;9097;58260;63436;2541;2598;25947;26687;775017;793644;184684;206071;16841;17033;67394;72650;3957;4111;713287;762408;467195;490237;164037;184114;3721;3805;56408;61462;1883;2016;20043;20774;485259;508804;173634;194236;8733;9222;64055;69184;2926;3164;306810;302426;284346;279436;8466;9229;5584;5292;1852;1974;658;582;5904;5913;289758;284840;11050;11835;8108;7811;3339;3466;1031;947
48441;Taylor County;137640;67226;70414;33983;17254;16729;83872;41553;42319;19785;8419;11366;2762;934;1828;"150,3380986";49811;32688;14583;23817;8988;2356;909;6515;4686;17123;13428;4961;16386;13303;2.63;3.22;131023;49811;23795;39604;9045;8768;3726;52546;17844;26172;1022;1723;5785;56123;17335;24193;2040;4435;8120;39090;2209;1596;15255;6886;13144;82531;3143;6089;24534;19769;6506;14822;7668;73299;22490;99470;10635;132182;20635;34104;1835;79347;9883;18731;8917;137640;67226;70414;57151;60215;5927;5443;675;725;1362;1985;104;100;2007;1946;59005;61988;6958;6463;1210;1269;1955;2538;197;197;50505;53059;42056;44615;5352;4763;288;302;1247;1885;51;54;1511;1440;43444;45922;6152;5536;633;652;1741;2335;119;126;16721;17355;15095;15600;575;680;387;423;115;100;53;46;496;506;15561;16066;806;927;577;617;214;203;78;71
48443;Terrell County;823;421;402;163;84;79;416;220;196;244;117;127;41;16;25;"0,349022099";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;823;421;402;381;374;10;2;14;15;7;1;0;0;9;10;390;383;14;6;15;20;9;3;2;0;188;188;162;174;6;2;5;5;7;1;0;0;8;6;170;179;9;5;6;7;9;3;2;0;233;214;219;200;4;0;9;10;0;0;0;0;1;4;220;204;5;1;9;13;0;0;0;0
48445;Terry County;12287;6417;5870;3379;1695;1684;7048;3896;3152;1860;826;1034;231;79;152;"13,82364518";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12287;6417;5870;5826;5444;373;227;79;77;34;36;2;8;103;78;5921;5519;425;266;115;103;50;49;11;12;2817;2605;2397;2342;316;182;24;21;21;21;0;2;59;37;2450;2378;354;200;38;31;29;30;6;4;3600;3265;3429;3102;57;45;55;56;13;15;2;6;44;41;3471;3141;71;66;77;72;21;19;5;8
48447;Throckmorton County;1515;708;807;298;130;168;792;383;409;425;195;230;55;20;35;"1,660178863";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1515;708;807;688;767;6;13;6;12;2;5;0;0;6;10;694;776;8;18;8;17;2;6;2;0;621;675;604;644;6;8;4;9;2;5;0;0;5;9;609;652;8;12;6;14;2;6;1;0;87;132;84;123;0;5;2;3;0;0;0;0;1;1;85;124;0;6;2;3;0;0;1;0
48449;Titus County;33033;16186;16847;9578;4805;4773;18740;9233;9507;4715;2148;2567;543;208;335;"81,35058101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33033;16186;16847;13776;14238;1524;1764;426;369;196;212;31;25;233;239;13991;14466;1642;1889;514;453;230;247;50;35;8879;9599;7083;7562;1384;1604;74;68;175;189;10;6;153;170;7225;7723;1472;1698;119;120;199;219;23;13;7307;7248;6693;6676;140;160;352;301;21;23;21;19;80;69;6766;6743;170;191;395;333;31;28;27;22
48451;Tom Green County;118189;58764;59425;28236;14326;13910;71686;36252;35434;18267;8186;10081;2390;907;1483;"77,65367276";43301;28326;12019;20048;7207;3013;1026;5265;3786;14975;12527;4570;13235;12403;2.58;3.18;111703;43301;19814;36404;5617;6567;2181;46946;17464;21845;248;2231;5158;47230;13420;22227;1051;3134;7398;31117;1689;1171;13327;6009;8921;75702;3363;5298;25333;18180;5231;13038;5259;67041;18297;86380;8865;112716;14609;28070;1191;67095;7774;17551;5644;118189;58764;59425;53132;54083;2754;2427;687;648;786;913;102;85;1303;1269;54320;55231;3339;2987;1095;1040;1194;1312;177;189;35044;35307;30913;31431;2304;1964;210;220;681;742;57;59;879;891;31712;32246;2712;2359;437;456;993;1052;111;141;23720;24118;22219;22652;450;463;477;428;105;171;45;26;424;378;22608;22985;627;628;658;584;201;260;66;48
48453;Travis County;1248743;631266;617477;270726;138148;132578;854622;437310;417312;123395;55808;67587;13032;4633;8399;"1259,005768";486548;281467;138108;211324;99984;22034;11664;48109;26460;205081;147490;29353;148804;88491;2.52;3.18;1224208;486548;211414;323722;77856;124668;35291;514654;222599;233571;6003;7201;45280;506239;180967;227061;10260;26191;61760;316228;23006;12049;124421;58793;97959;863717;49312;43209;138749;140102;44094;279263;168988;771196;448251;977544;51982;1240641;105047;270341;10075;849205;62043;121095;32929;1248743;631266;617477;506404;491091;54460;56121;7816;7435;45319;45593;764;752;16503;16485;521568;506171;60528;62404;12829;12466;52618;52756;1578;1593;414949;410996;307847;301972;49122;50631;1591;1496;43899;44112;411;429;12079;12356;318919;313224;53563;55379;4620;4694;49813;49961;965;1035;216317;206481;198557;189119;5338;5490;6225;5939;1420;1481;353;323;4424;4129;202649;192947;6965;7025;8209;7772;2805;2795;613;558
48455;Trinity County;14740;7105;7635;2954;1507;1447;7865;3707;4158;3921;1891;2030;387;160;227;"21,24542234";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14740;7105;7635;6210;6652;668;710;49;83;30;53;3;4;145;133;6344;6779;728;761;110;145;55;77;18;7;6347;6843;5516;5922;652;704;27;50;22;50;1;1;129;116;5635;6033;705;747;81;104;45;72;15;4;758;792;694;730;16;6;22;33;8;3;2;3;16;17;709;746;23;14;29;41;10;5;3;3
48457;Tyler County;21696;11693;10003;4183;2106;2077;12667;7338;5329;4846;2249;2597;546;195;351;"23,47061609";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21696;11693;10003;9742;8840;1625;842;102;81;45;88;6;4;173;148;9904;8983;1711;915;173;146;67;104;15;5;10352;9581;8561;8469;1520;815;70;66;39;87;4;4;158;140;8710;8604;1600;882;132;130;58;102;13;5;1341;422;1181;371;105;27;32;15;6;1;2;0;15;8;1194;379;111;33;41;16;9;2;2;0
48459;Upshur County;41260;20387;20873;9817;5038;4779;23867;11850;12017;7576;3499;4077;777;286;491;"70,77434933";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41260;20387;20873;18025;18394;1605;1701;222;215;94;121;13;11;428;431;18424;18799;1825;1913;406;407;144;164;28;26;18459;19069;16294;16817;1561;1649;129;113;76;106;7;5;392;379;16661;17176;1766;1837;292;279;121;144;21;17;1928;1804;1731;1577;44;52;93;102;18;15;6;6;36;52;1763;1623;59;76;114;128;23;20;7;9
48461;Upton County;3671;1881;1790;1083;557;526;2072;1070;1002;516;254;262;72;24;48;"2,95732958";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3671;1881;1790;1725;1642;57;66;50;46;15;10;0;0;34;26;1755;1668;76;75;62;59;20;13;2;1;873;825;788;745;35;43;19;18;7;6;0;0;24;13;809;758;51;48;25;24;11;8;1;0;1008;965;937;897;22;23;31;28;8;4;0;0;10;13;946;910;25;27;37;35;9;5;1;1
48463;Uvalde County;26846;13209;13637;7260;3673;3587;15068;7522;7546;4518;2014;2504;674;267;407;"17,29856533";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26846;13209;13637;12550;13077;178;157;188;153;131;114;11;16;151;120;12682;13191;230;198;257;213;171;136;23;21;3693;3797;3377;3556;100;74;34;28;101;76;4;4;77;59;3444;3614;133;91;61;54;125;91;10;7;9516;9840;9173;9521;78;83;154;125;30;38;7;12;74;61;9238;9577;97;107;196;159;46;45;13;14
48465;Val Verde County;49208;25156;24052;14033;7158;6875;28174;14800;13374;7001;3198;3803;972;384;588;"15,64766886";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49208;25156;24052;23768;22867;572;441;254;228;180;204;48;38;334;274;24064;23111;718;560;369;321;281;283;83;60;4769;3841;4019;3210;366;277;53;49;131;161;21;19;179;125;4178;3318;447;334;103;87;199;203;37;29;20387;20211;19749;19657;206;164;201;179;49;43;27;19;155;149;19886;19793;271;226;266;234;82;80;46;31
48467;Van Zandt County;56019;27363;28656;12922;6479;6443;31776;15649;16127;11321;5235;6086;1208;454;754;"66,48620539";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56019;27363;28656;25629;26889;814;791;275;255;124;155;26;64;495;502;26106;27375;1004;995;537;511;181;206;37;75;24062;25657;22576;24123;759;745;189;173;102;138;20;61;416;417;22978;24527;922;917;402;381;152;183;30;70;3301;2999;3053;2766;55;46;86;82;22;17;6;3;79;85;3128;2848;82;78;135;130;29;23;7;5
48469;Victoria County;92035;45094;46941;23330;11899;11431;53883;26645;27238;14822;6550;8272;1930;698;1232;"104,3354896";31918;21814;8600;15497;5905;1301;772;5016;1923;10104;8857;4053;9763;10217;2.84;3.52;90736;31918;15530;31394;7955;3939;1305;34368;10982;18733;445;922;3286;38256;11549;15943;1157;4856;4751;23059;703;1228;11931;4451;4746;60238;3868;5130;19087;14456;5689;8386;3622;51240;12008;68341;5389;91066;13783;23570;1182;53083;6087;14413;6514;92035;45094;46941;40274;42047;3000;3032;474;381;598;721;43;37;705;723;40924;42721;3373;3421;707;614;733;852;78;73;23510;24911;19763;21021;2624;2650;125;123;541;643;11;14;446;460;20171;21453;2877;2910;252;252;638;730;32;36;21584;22030;20511;21026;376;382;349;258;57;78;32;23;259;263;20753;21268;496;511;455;362;95;122;46;37
48471;Walker County;72480;42184;30296;10927;5694;5233;51982;31873;20109;9571;4617;4954;1013;403;610;"92,42283953";22693;13354;6285;9709;4008;791;557;2854;1720;9339;6758;2328;6971;6036;2.34;2.86;53171;22693;9813;11970;3079;5616;518;35224;14182;13337;129;1108;6468;27873;11693;11012;284;2311;2573;21006;467;408;5965;1672;12494;46272;2586;3551;18693;9628;2174;6358;3282;40135;9640;61518;4047;57066;4383;10740;70;37915;1705;8411;2608;72480;42184;30296;30061;22803;10709;6240;332;274;466;389;42;45;574;545;30567;23296;10990;6526;535;454;612;508;80;73;34295;25056;22776;18075;10513;6049;129;122;423;359;27;27;427;424;23157;18459;10730;6279;270;253;529;457;54;47;7889;5240;7285;4728;196;191;203;152;43;30;15;18;147;121;7410;4837;260;247;265;201;83;51;26;26
48473;Waller County;53126;26482;26644;12898;6585;6313;33946;16898;17048;6282;2999;3283;655;267;388;"103,4915636";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53126;26482;26644;19029;18880;6288;6684;408;330;334;323;29;29;394;398;19378;19238;6526;6923;534;454;399;385;47;52;18056;18706;11320;11555;6047;6474;98;80;298;301;9;10;284;286;11564;11811;6228;6652;184;165;345;345;25;27;8426;7938;7709;7325;241;210;310;250;36;22;20;19;110;112;7814;7427;298;271;350;289;54;40;22;25
48475;Ward County;11720;5898;5822;3358;1683;1675;6726;3483;3243;1636;732;904;219;78;141;"14,02580374";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11720;5898;5822;5346;5291;305;284;87;86;34;39;5;5;121;117;5456;5400;367;352;138;127;51;52;8;10;2651;2700;2279;2342;241;219;34;28;27;25;0;1;70;85;2342;2419;280;268;58;56;39;37;2;6;3247;3122;3067;2949;64;65;53;58;7;14;5;4;51;32;3114;2981;87;84;80;71;12;15;6;4
48477;Washington County;35108;17230;17878;7620;4002;3618;19876;9802;10074;7612;3426;4186;1246;431;815;"58,10813736";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35108;17230;17878;13632;14034;2990;3100;89;106;287;372;11;8;221;258;13822;14270;3113;3247;167;180;333;423;28;27;14200;15152;10854;11558;2883;2988;38;50;260;344;6;6;159;206;10989;11746;2973;3107;93;105;295;387;20;22;3030;2726;2778;2476;107;112;51;56;27;28;5;2;62;52;2833;2524;140;140;74;75;38;36;8;5
48479;Webb County;275910;135563;140347;90830;46284;44546;158993;78009;80984;26087;11270;14817;3147;1128;2019;"82,07997516";75300;59208;32747;37335;21236;5803;2031;16070;9480;16092;13599;5836;39562;19124;3.62;4.20;272385;75300;37602;111549;40111;7823;4149;97434;41349;45835;2214;1232;6804;102990;35290;43243;4217;8549;11691;89794;4895;5996;41054;21091;16758;153546;28690;23691;32814;26579;11283;22514;7975;101165;30489;185251;3235;273632;31629;90583;4836;157393;15155;25656;11638;275910;135563;140347;132027;137216;1138;801;801;806;877;910;81;65;639;549;132607;137707;1366;1012;1040;1009;1104;1095;120;95;6884;5655;5408;4431;536;275;53;54;681;727;18;14;188;154;5573;4563;605;338;116;103;761;785;24;22;128679;134692;126619;132785;602;526;748;752;196;183;63;51;451;395;127034;133144;761;674;924;906;343;310;96;73
48481;Wharton County;41619;20500;21119;10750;5495;5255;23759;11804;11955;7110;3201;3909;933;337;596;"38,31788678";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41619;20500;21119;17218;17657;2785;2962;181;143;107;125;8;13;201;219;17408;17858;2892;3079;258;226;137;156;13;23;11690;12450;8863;9428;2559;2748;54;34;90;108;2;6;122;126;8977;9545;2627;2823;99;74;110;124;4;13;8810;8669;8355;8229;226;214;127;109;17;17;6;7;79;93;8431;8313;265;256;159;152;27;32;9;10
48483;Wheeler County;5191;2613;2578;1301;706;595;2886;1430;1456;1004;477;527;110;42;68;"5,676183143";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5191;2613;2578;2421;2366;94;72;39;51;13;33;0;0;46;56;2463;2421;119;99;55;70;21;41;2;3;1911;1952;1771;1793;77;61;13;18;11;30;0;0;39;50;1807;1842;98;85;27;34;18;38;1;3;702;626;650;573;17;11;26;33;2;3;0;0;7;6;656;579;21;14;28;36;3;3;1;0
48485;Wichita County;132064;68337;63727;29664;15046;14618;82964;44897;38067;19436;8394;11042;2705;900;1805;"210,429161";46757;30563;12992;21102;8521;3004;1745;6457;2726;16194;13384;5224;14699;13920;2.53;3.10;118223;46757;20947;35741;7381;7397;2630;54822;21209;26119;425;1322;5747;52334;15118;22034;2081;5528;7573;31765;1930;1049;13083;6162;9541;84218;3752;7310;26413;20733;6880;11876;7254;73156;19130;97464;12205;118454;19942;29517;1105;71059;11149;17878;7688;132064;68337;63727;55875;52730;8151;6716;911;888;1363;1520;111;78;1926;1795;57618;54359;9067;7572;1473;1420;1990;2073;247;198;54652;51736;43573;42023;7713;6246;510;528;1279;1432;59;50;1518;1457;44941;43344;8452;6959;905;924;1818;1909;168;142;13685;11991;12302;10707;438;470;401;360;84;88;52;28;408;338;12677;11015;615;613;568;496;172;164;79;56
48487;Wilbarger County;12820;6348;6472;2849;1459;1390;7616;3835;3781;2355;1054;1301;316;103;213;"13,20361996";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12820;6348;6472;5341;5543;540;511;109;108;197;163;5;4;156;143;5489;5675;622;579;164;171;224;183;10;8;4422;4614;3566;3821;487;461;60;60;189;157;2;4;118;111;3677;3922;551;520;99;105;211;172;6;7;1926;1858;1775;1722;53;50;49;48;8;6;3;0;38;32;1812;1753;71;59;65;66;13;11;4;1
48489;Willacy County;21515;11893;9622;5088;2590;2498;13412;7973;5439;3015;1330;1685;405;141;264;"36,4296297";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21515;11893;9622;11169;9289;441;148;78;72;142;46;8;5;55;62;11221;9347;468;179;100;102;151;50;10;7;1541;954;1031;829;356;62;14;13;117;23;0;2;23;25;1054;852;365;75;23;24;123;26;0;2;10352;8668;10138;8460;85;86;64;59;25;23;8;3;32;37;10167;8495;103;104;77;78;28;24;10;5
