GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
est72018sex0_age45to64,Population Estimate (as of July 1) - 2018 - Both Sexes; 18 to 64 years - 45 to 64 years
est72018sex1_age45to64,Population Estimate (as of July 1) - 2018 - Male; 18 to 64 years - 45 to 64 years
est72018sex2_age45to64,Population Estimate (as of July 1) - 2018 - Female; 18 to 64 years - 45 to 64 years
cen42010sex0_age65plus,"April 1, 2010 - Census - Both Sexes; 65 years and over"
cen42010sex1_age65plus,"April 1, 2010 - Census - Male; 65 years and over"
cen42010sex2_age65plus,"April 1, 2010 - Census - Female; 65 years and over"
est42010sex0_age65plus,"April 1, 2010 - Estimates Base - Both Sexes; 65 years and over"
est42010sex1_age65plus,"April 1, 2010 - Estimates Base - Male; 65 years and over"
est42010sex2_age65plus,"April 1, 2010 - Estimates Base - Female; 65 years and over"
est72010sex0_age65plus,Population Estimate (as of July 1) - 2010 - Both Sexes; 65 years and over
est72010sex1_age65plus,Population Estimate (as of July 1) - 2010 - Male; 65 years and over
est72010sex2_age65plus,Population Estimate (as of July 1) - 2010 - Female; 65 years and over
est72011sex0_age65plus,Population Estimate (as of July 1) - 2011 - Both Sexes; 65 years and over
est72011sex1_age65plus,Population Estimate (as of July 1) - 2011 - Male; 65 years and over
est72011sex2_age65plus,Population Estimate (as of July 1) - 2011 - Female; 65 years and over
est72012sex0_age65plus,Population Estimate (as of July 1) - 2012 - Both Sexes; 65 years and over
est72012sex1_age65plus,Population Estimate (as of July 1) - 2012 - Male; 65 years and over
est72012sex2_age65plus,Population Estimate (as of July 1) - 2012 - Female; 65 years and over
est72013sex0_age65plus,Population Estimate (as of July 1) - 2013 - Both Sexes; 65 years and over
est72013sex1_age65plus,Population Estimate (as of July 1) - 2013 - Male; 65 years and over
est72013sex2_age65plus,Population Estimate (as of July 1) - 2013 - Female; 65 years and over
est72014sex0_age65plus,Population Estimate (as of July 1) - 2014 - Both Sexes; 65 years and over
est72014sex1_age65plus,Population Estimate (as of July 1) - 2014 - Male; 65 years and over
est72014sex2_age65plus,Population Estimate (as of July 1) - 2014 - Females; 65 years and over
est72015sex0_age65plus,Population Estimate (as of July 1) - 2015 - Both Sexes; 65 years and over
est72015sex1_age65plus,Population Estimate (as of July 1) - 2015 - Male; 65 years and over
est72015sex2_age65plus,Population Estimate (as of July 1) - 2015 - Female; 65 years and over
est72016sex0_age65plus,Population Estimate (as of July 1) - 2016 - Both Sexes; 65 years and over
est72016sex1_age65plus,Population Estimate (as of July 1) - 2016 - Male; 65 years and over
est72016sex2_age65plus,Population Estimate (as of July 1) - 2016 - Female; 65 years and over
est72017sex0_age65plus,Population Estimate (as of July 1) - 2017 - Both Sexes; 65 years and over
est72017sex1_age65plus,Population Estimate (as of July 1) - 2017 - Male; 65 years and over
est72017sex2_age65plus,Population Estimate (as of July 1) - 2017 - Female; 65 years and over
est72018sex0_age65plus,Population Estimate (as of July 1) - 2018 - Both Sexes; 65 years and over
est72018sex1_age65plus,Population Estimate (as of July 1) - 2018 - Male; 65 years and over
est72018sex2_age65plus,Population Estimate (as of July 1) - 2018 - Female; 65 years and over
cen42010sex0_age85plusr,"April 1, 2010 - Census - Both Sexes; 85 years and over"
cen42010sex1_age85plusr,"April 1, 2010 - Census - Male; 85 years and over"
cen42010sex2_age85plusr,"April 1, 2010 - Census - Female; 85 years and over"
est42010sex0_age85plusr,"April 1, 2010 - Estimates Base - Both Sexes; 85 years and over"
est42010sex1_age85plusr,"April 1, 2010 - Estimates Base - Male; 85 years and over"
est42010sex2_age85plusr,"April 1, 2010 - Estimates Base - Female; 85 years and over"
est72010sex0_age85plusr,Population Estimate (as of July 1) - 2010 - Both Sexes; 85 years and over
est72010sex1_age85plusr,Population Estimate (as of July 1) - 2010 - Male; 85 years and over
est72010sex2_age85plusr,Population Estimate (as of July 1) - 2010 - Female; 85 years and over
est72011sex0_age85plusr,Population Estimate (as of July 1) - 2011 - Both Sexes; 85 years and over
est72011sex1_age85plusr,Population Estimate (as of July 1) - 2011 - Male; 85 years and over
est72011sex2_age85plusr,Population Estimate (as of July 1) - 2011 - Female; 85 years and over
est72012sex0_age85plusr,Population Estimate (as of July 1) - 2012 - Both Sexes; 85 years and over
est72012sex1_age85plusr,Population Estimate (as of July 1) - 2012 - Male; 85 years and over
est72012sex2_age85plusr,Population Estimate (as of July 1) - 2012 - Female; 85 years and over
est72013sex0_age85plusr,Population Estimate (as of July 1) - 2013 - Both Sexes; 85 years and over
est72013sex1_age85plusr,Population Estimate (as of July 1) - 2013 - Male; 85 years and over
est72013sex2_age85plusr,Population Estimate (as of July 1) - 2013 - Female; 85 years and over
est72014sex0_age85plusr,Population Estimate (as of July 1) - 2014 - Both Sexes; 85 years and over
est72014sex1_age85plusr,Population Estimate (as of July 1) - 2014 - Male; 85 years and over
est72014sex2_age85plusr,Population Estimate (as of July 1) - 2014 - Females; 85 years and over
est72015sex0_age85plusr,Population Estimate (as of July 1) - 2015 - Both Sexes; 85 years and over
est72015sex1_age85plusr,Population Estimate (as of July 1) - 2015 - Male; 85 years and over
est72015sex2_age85plusr,Population Estimate (as of July 1) - 2015 - Female; 85 years and over
est72016sex0_age85plusr,Population Estimate (as of July 1) - 2016 - Both Sexes; 85 years and over
est72016sex1_age85plusr,Population Estimate (as of July 1) - 2016 - Male; 85 years and over
est72016sex2_age85plusr,Population Estimate (as of July 1) - 2016 - Female; 85 years and over
est72017sex0_age85plusr,Population Estimate (as of July 1) - 2017 - Both Sexes; 85 years and over
est72017sex1_age85plusr,Population Estimate (as of July 1) - 2017 - Male; 85 years and over
est72017sex2_age85plusr,Population Estimate (as of July 1) - 2017 - Female; 85 years and over
est72018sex0_age85plusr,Population Estimate (as of July 1) - 2018 - Both Sexes; 85 years and over
est72018sex1_age85plusr,Population Estimate (as of July 1) - 2018 - Male; 85 years and over
est72018sex2_age85plusr,Population Estimate (as of July 1) - 2018 - Female; 85 years and over
cen42010sex0_age16plus,"April 1, 2010 - Census - Both Sexes; 16 years and over"
cen42010sex1_age16plus,"April 1, 2010 - Census - Male; 16 years and over"
cen42010sex2_age16plus,"April 1, 2010 - Census - Female; 16 years and over"
est42010sex0_age16plus,"April 1, 2010 - Estimates Base - Both Sexes; 16 years and over"
est42010sex1_age16plus,"April 1, 2010 - Estimates Base - Male; 16 years and over"
est42010sex2_age16plus,"April 1, 2010 - Estimates Base - Female; 16 years and over"
est72010sex0_age16plus,Population Estimate (as of July 1) - 2010 - Both Sexes; 16 years and over
est72010sex1_age16plus,Population Estimate (as of July 1) - 2010 - Male; 16 years and over
est72010sex2_age16plus,Population Estimate (as of July 1) - 2010 - Female; 16 years and over
est72011sex0_age16plus,Population Estimate (as of July 1) - 2011 - Both Sexes; 16 years and over
est72011sex1_age16plus,Population Estimate (as of July 1) - 2011 - Male; 16 years and over
est72011sex2_age16plus,Population Estimate (as of July 1) - 2011 - Female; 16 years and over
est72012sex0_age16plus,Population Estimate (as of July 1) - 2012 - Both Sexes; 16 years and over
est72012sex1_age16plus,Population Estimate (as of July 1) - 2012 - Male; 16 years and over
est72012sex2_age16plus,Population Estimate (as of July 1) - 2012 - Female; 16 years and over
est72013sex0_age16plus,Population Estimate (as of July 1) - 2013 - Both Sexes; 16 years and over
est72013sex1_age16plus,Population Estimate (as of July 1) - 2013 - Male; 16 years and over
est72013sex2_age16plus,Population Estimate (as of July 1) - 2013 - Female; 16 years and over
est72014sex0_age16plus,Population Estimate (as of July 1) - 2014 - Both Sexes; 16 years and over
est72014sex1_age16plus,Population Estimate (as of July 1) - 2014 - Male; 16 years and over
est72014sex2_age16plus,Population Estimate (as of July 1) - 2014 - Females; 16 years and over
est72015sex0_age16plus,Population Estimate (as of July 1) - 2015 - Both Sexes; 16 years and over
est72015sex1_age16plus,Population Estimate (as of July 1) - 2015 - Male; 16 years and over
est72015sex2_age16plus,Population Estimate (as of July 1) - 2015 - Female; 16 years and over
est72016sex0_age16plus,Population Estimate (as of July 1) - 2016 - Both Sexes; 16 years and over
est72016sex1_age16plus,Population Estimate (as of July 1) - 2016 - Male; 16 years and over
est72016sex2_age16plus,Population Estimate (as of July 1) - 2016 - Female; 16 years and over
est72017sex0_age16plus,Population Estimate (as of July 1) - 2017 - Both Sexes; 16 years and over
est72017sex1_age16plus,Population Estimate (as of July 1) - 2017 - Male; 16 years and over
est72017sex2_age16plus,Population Estimate (as of July 1) - 2017 - Female; 16 years and over
est72018sex0_age16plus,Population Estimate (as of July 1) - 2018 - Both Sexes; 16 years and over
est72018sex1_age16plus,Population Estimate (as of July 1) - 2018 - Male; 16 years and over
est72018sex2_age16plus,Population Estimate (as of July 1) - 2018 - Female; 16 years and over
cen42010sex0_age18plus,"April 1, 2010 - Census - Both Sexes; 18 years and over"
cen42010sex1_age18plus,"April 1, 2010 - Census - Male; 18 years and over"
cen42010sex2_age18plus,"April 1, 2010 - Census - Female; 18 years and over"
est42010sex0_age18plus,"April 1, 2010 - Estimates Base - Both Sexes; 18 years and over"
est42010sex1_age18plus,"April 1, 2010 - Estimates Base - Male; 18 years and over"
est42010sex2_age18plus,"April 1, 2010 - Estimates Base - Female; 18 years and over"
est72010sex0_age18plus,Population Estimate (as of July 1) - 2010 - Both Sexes; 18 years and over
est72010sex1_age18plus,Population Estimate (as of July 1) - 2010 - Male; 18 years and over
est72010sex2_age18plus,Population Estimate (as of July 1) - 2010 - Female; 18 years and over
est72011sex0_age18plus,Population Estimate (as of July 1) - 2011 - Both Sexes; 18 years and over
est72011sex1_age18plus,Population Estimate (as of July 1) - 2011 - Male; 18 years and over
est72011sex2_age18plus,Population Estimate (as of July 1) - 2011 - Female; 18 years and over
est72012sex0_age18plus,Population Estimate (as of July 1) - 2012 - Both Sexes; 18 years and over
est72012sex1_age18plus,Population Estimate (as of July 1) - 2012 - Male; 18 years and over
est72012sex2_age18plus,Population Estimate (as of July 1) - 2012 - Female; 18 years and over
est72013sex0_age18plus,Population Estimate (as of July 1) - 2013 - Both Sexes; 18 years and over
est72013sex1_age18plus,Population Estimate (as of July 1) - 2013 - Male; 18 years and over
est72013sex2_age18plus,Population Estimate (as of July 1) - 2013 - Female; 18 years and over
est72014sex0_age18plus,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 years and over
est72014sex1_age18plus,Population Estimate (as of July 1) - 2014 - Male; 18 years and over
est72014sex2_age18plus,Population Estimate (as of July 1) - 2014 - Females; 18 years and over
est72015sex0_age18plus,Population Estimate (as of July 1) - 2015 - Both Sexes; 18 years and over
est72015sex1_age18plus,Population Estimate (as of July 1) - 2015 - Male; 18 years and over
est72015sex2_age18plus,Population Estimate (as of July 1) - 2015 - Female; 18 years and over
est72016sex0_age18plus,Population Estimate (as of July 1) - 2016 - Both Sexes; 18 years and over
est72016sex1_age18plus,Population Estimate (as of July 1) - 2016 - Male; 18 years and over
est72016sex2_age18plus,Population Estimate (as of July 1) - 2016 - Female; 18 years and over
est72017sex0_age18plus,Population Estimate (as of July 1) - 2017 - Both Sexes; 18 years and over
est72017sex1_age18plus,Population Estimate (as of July 1) - 2017 - Male; 18 years and over
est72017sex2_age18plus,Population Estimate (as of July 1) - 2017 - Female; 18 years and over
est72018sex0_age18plus,Population Estimate (as of July 1) - 2018 - Both Sexes; 18 years and over
est72018sex1_age18plus,Population Estimate (as of July 1) - 2018 - Male; 18 years and over
est72018sex2_age18plus,Population Estimate (as of July 1) - 2018 - Female; 18 years and over
cen42010sex0_age15to44,"April 1, 2010 - Census - Both Sexes; 15 to 44 years"
cen42010sex1_age15to44,"April 1, 2010 - Census - Male; 15 to 44 years"
cen42010sex2_age15to44,"April 1, 2010 - Census - Female; 15 to 44 years"
est42010sex0_age15to44,"April 1, 2010 - Estimates Base - Both Sexes; 15 to 44 years"
est42010sex1_age15to44,"April 1, 2010 - Estimates Base - Male; 15 to 44 years"
est42010sex2_age15to44,"April 1, 2010 - Estimates Base - Female; 15 to 44 years"
est72010sex0_age15to44,Population Estimate (as of July 1) - 2010 - Both Sexes; 15 to 44 years
est72010sex1_age15to44,Population Estimate (as of July 1) - 2010 - Male; 15 to 44 years
est72010sex2_age15to44,Population Estimate (as of July 1) - 2010 - Female; 15 to 44 years
est72011sex0_age15to44,Population Estimate (as of July 1) - 2011 - Both Sexes; 15 to 44 years
est72011sex1_age15to44,Population Estimate (as of July 1) - 2011 - Male; 15 to 44 years
est72011sex2_age15to44,Population Estimate (as of July 1) - 2011 - Female; 15 to 44 years
est72012sex0_age15to44,Population Estimate (as of July 1) - 2012 - Both Sexes; 15 to 44 years
est72012sex1_age15to44,Population Estimate (as of July 1) - 2012 - Male; 15 to 44 years
est72012sex2_age15to44,Population Estimate (as of July 1) - 2012 - Female; 15 to 44 years
est72013sex0_age15to44,Population Estimate (as of July 1) - 2013 - Both Sexes; 15 to 44 years
est72013sex1_age15to44,Population Estimate (as of July 1) - 2013 - Male; 15 to 44 years
est72013sex2_age15to44,Population Estimate (as of July 1) - 2013 - Female; 15 to 44 years
est72014sex0_age15to44,Population Estimate (as of July 1) - 2014 - Both Sexes; 15 to 44 years
est72014sex1_age15to44,Population Estimate (as of July 1) - 2014 - Male; 15 to 44 years
est72014sex2_age15to44,Population Estimate (as of July 1) - 2014 - Females; 15 to 44 years
est72015sex0_age15to44,Population Estimate (as of July 1) - 2015 - Both Sexes; 15 to 44 years
est72015sex1_age15to44,Population Estimate (as of July 1) - 2015 - Male; 15 to 44 years
est72015sex2_age15to44,Population Estimate (as of July 1) - 2015 - Female; 15 to 44 years
est72016sex0_age15to44,Population Estimate (as of July 1) - 2016 - Both Sexes; 15 to 44 years
est72016sex1_age15to44,Population Estimate (as of July 1) - 2016 - Male; 15 to 44 years
est72016sex2_age15to44,Population Estimate (as of July 1) - 2016 - Female; 15 to 44 years
est72017sex0_age15to44,Population Estimate (as of July 1) - 2017 - Both Sexes; 15 to 44 years
est72017sex1_age15to44,Population Estimate (as of July 1) - 2017 - Male; 15 to 44 years
est72017sex2_age15to44,Population Estimate (as of July 1) - 2017 - Female; 15 to 44 years
est72018sex0_age15to44,Population Estimate (as of July 1) - 2018 - Both Sexes; 15 to 44 years
est72018sex1_age15to44,Population Estimate (as of July 1) - 2018 - Male; 15 to 44 years
est72018sex2_age15to44,Population Estimate (as of July 1) - 2018 - Female; 15 to 44 years
cen42010sex0_medage,"April 1, 2010 - Census - Both Sexes; Median age (years)"
cen42010sex1_medage,"April 1, 2010 - Census - Male; Median age (years)"
cen42010sex2_medage,"April 1, 2010 - Census - Female; Median age (years)"
est42010sex0_medage,"April 1, 2010 - Estimates Base - Both Sexes; Median age (years)"
est42010sex1_medage,"April 1, 2010 - Estimates Base - Male; Median age (years)"
est42010sex2_medage,"April 1, 2010 - Estimates Base - Female; Median age (years)"
est72010sex0_medage,Population Estimate (as of July 1) - 2010 - Both Sexes; Median age (years)
est72010sex1_medage,Population Estimate (as of July 1) - 2010 - Male; Median age (years)
est72010sex2_medage,Population Estimate (as of July 1) - 2010 - Female; Median age (years)
est72011sex0_medage,Population Estimate (as of July 1) - 2011 - Both Sexes; Median age (years)
est72011sex1_medage,Population Estimate (as of July 1) - 2011 - Male; Median age (years)
est72011sex2_medage,Population Estimate (as of July 1) - 2011 - Female; Median age (years)
est72012sex0_medage,Population Estimate (as of July 1) - 2012 - Both Sexes; Median age (years)
est72012sex1_medage,Population Estimate (as of July 1) - 2012 - Male; Median age (years)
est72012sex2_medage,Population Estimate (as of July 1) - 2012 - Female; Median age (years)
est72013sex0_medage,Population Estimate (as of July 1) - 2013 - Both Sexes; Median age (years)
est72013sex1_medage,Population Estimate (as of July 1) - 2013 - Male; Median age (years)
est72013sex2_medage,Population Estimate (as of July 1) - 2013 - Female; Median age (years)
est72014sex0_medage,Population Estimate (as of July 1) - 2014 - Both Sexes; Median age (years)
est72014sex1_medage,Population Estimate (as of July 1) - 2014 - Male; Median age (years)
est72014sex2_medage,Population Estimate (as of July 1) - 2014 - Females; Median age (years)
est72015sex0_medage,Population Estimate (as of July 1) - 2015 - Both Sexes; Median age (years)
est72015sex1_medage,Population Estimate (as of July 1) - 2015 - Male; Median age (years)
est72015sex2_medage,Population Estimate (as of July 1) - 2015 - Female; Median age (years)
est72016sex0_medage,Population Estimate (as of July 1) - 2016 - Both Sexes; Median age (years)
est72016sex1_medage,Population Estimate (as of July 1) - 2016 - Male; Median age (years)
est72016sex2_medage,Population Estimate (as of July 1) - 2016 - Female; Median age (years)
est72017sex0_medage,Population Estimate (as of July 1) - 2017 - Both Sexes; Median age (years)
est72017sex1_medage,Population Estimate (as of July 1) - 2017 - Male; Median age (years)
est72017sex2_medage,Population Estimate (as of July 1) - 2017 - Female; Median age (years)
est72018sex0_medage,Population Estimate (as of July 1) - 2018 - Both Sexes; Median age (years)
est72018sex1_medage,Population Estimate (as of July 1) - 2018 - Male; Median age (years)
est72018sex2_medage,Population Estimate (as of July 1) - 2018 - Female; Median age (years)
