,AREA,TITLE,AVGEMP,TOTWAGE,ANNAVGSAL
23990,Ulster County,Travel Agencies,3,76805,25602
23991,Ulster County,Tour Operators,4,90492,22623
23992,Ulster County,Investigation and Security Services,108,2935129,27177
23993,Ulster County,Security and Armored Car Services,54,815778,15107
23994,Ulster County,Security Guards and Patrol Services,52,800250,15389
23995,Ulster County,Security Systems Services,54,2119351,39247
23996,Ulster County,"Security Systems Services, ex. Locksmith",51,2008817,39389
23997,Ulster County,Locksmiths,4,110534,27634
23998,Ulster County,Services to Buildings and Dwellings,639,20283140,31742
23999,Ulster County,Exterminating and Pest Control Services,39,1867916,47895
24000,Ulster County,Janitorial Services,165,3752875,22745
24001,Ulster County,Janatorial Services,165,3752875,22745
24002,Ulster County,Landscaping Services,412,13938335,33831
24003,Ulster County,Carpet and Upholstery Cleaning Services,9,174621,19402
24004,Ulster County,Other Services to Buildings & Dwellings,15,549393,36626
24005,Ulster County,Other Support Services,179,8322581,46495
24006,Ulster County,All Other Support Services,41,2094500,51085
24007,Ulster County,Waste Management and Remediation Service,160,8217762,51361
24008,Ulster County,Waste Collection,106,5741878,54169
24009,Ulster County,Solid Waste Collection,105,5678542,54081
24010,Ulster County,Remediation and Other Waste Services,51,2197941,43097
24011,Ulster County,Educational Services,803,27830747,34658
24012,Ulster County,Elementary and Secondary Schools,522,17643357,33800
24013,Ulster County,"Business, Computer & Management Training",8,522548,65319
24014,Ulster County,Management Training,8,522548,65319
24015,Ulster County,Other Schools and Instruction,138,2942419,21322
24016,Ulster County,Fine Arts Schools,70,990983,14157
24017,Ulster County,Sports and Recreation Instruction,40,865517,21638
24018,Ulster County,All Other Schools and Instruction,28,1085919,38783
24019,Ulster County,Miscellaneous Schools and Instruction,16,811854,50741
24020,Ulster County,Educational Support Services,81,3501033,43223
24021,Ulster County,Health Care and Social Assistance,9927,429422941,43258
24022,Ulster County,Ambulatory Health Care Services,3422,175387365,51253
24023,Ulster County,Offices of Physicians,854,65671737,76899
24024,Ulster County,"Offices of Physicians, ex. Mental Health",851,65546259,77023
24025,Ulster County,Offices of Mental Health Physicians,3,125478,41826
24026,Ulster County,Offices of Dentists,361,18537816,51351
24027,Ulster County,Offices of Other Health Practitioners,379,13140827,34672
24028,Ulster County,Offices of Chiropractors,65,1520535,23393
24029,Ulster County,Offices of Optometrists,61,2046933,33556
24030,Ulster County,Offices of Mental Health Practitioners,76,2568425,33795
24031,Ulster County,Offices of Specialty Therapists,100,4112825,41128
24032,Ulster County,Offices of All Other Health Practitioner,76,2892109,38054
24033,Ulster County,Offices of Podiatrists,50,2109070,42181
24034,Ulster County,Offices of Misc Health Practitioners,26,783039,30117
24035,Ulster County,Outpatient Care Centers,630,34166990,54233
24036,Ulster County,Outpatient Mental Health Centers,161,5894450,36611
24037,Ulster County,Other Outpatient Care Centers,459,27877506,60735
24038,Ulster County,Freestanding Emergency Medical Centers,76,5121808,67392
24039,Ulster County,Medical and Diagnostic Laboratories,78,4710122,60386
24040,Ulster County,Diagnostic Imaging Centers,9,1349710,149968
24041,Ulster County,Home Health Care Services,899,29290630,32581
24042,Ulster County,Other Ambulatory Health Care Services,222,9869243,44456
24043,Ulster County,Ambulance Services,192,8514365,44346
24044,Ulster County,All Other Ambulatory Health Care Svc,31,1354878,43706
24045,Ulster County,Miscellaneous Ambulatory Health Care Svc,31,1354878,43706
24046,Ulster County,Hospitals,1594,91183189,57204
24047,Ulster County,General Medical and Surgical Hospitals,1567,89815140,57317
24048,Ulster County,Nursing and Residential Care Facilities,3062,112840918,36852
24049,Ulster County,Nursing Care Facilities,989,41073966,41531
24050,Ulster County,Residential Mental Health Facilities,1296,43443189,33521
24051,Ulster County,Residential Mental Retardation Facility,1108,34420982,31066
24052,Ulster County,Residental Mental & Substance Abuse Care,188,9022207,47990
24053,Ulster County,Community Care Facility for the Elderly,743,27327496,36780
24054,Ulster County,Homes for the Elderly,126,3598553,28560
24055,Ulster County,Social Assistance,1849,50011469,27048
24056,Ulster County,Individual and Family Services,817,25561662,31287
24057,Ulster County,Child and Youth Services,46,1225859,26649
24058,Ulster County,Services for the Elderly and Disabled,499,14540857,29140
24059,Ulster County,Other Individual and Family Services,272,9794946,36011
24060,Ulster County,Emergency and Other Relief Services,122,3575814,29310
24061,Ulster County,Other Community Housing Services,28,911453,32552
24062,Ulster County,Vocational Rehabilitation Services,258,7249595,28099
24063,Ulster County,Child Day Care Services,652,13624398,20896
24064,Ulster County,"Arts, Entertainment, and Recreation",861,25238406,29313
24065,Ulster County,Performing Arts and Spectator Sports,322,13903487,43179
24066,Ulster County,Performing Arts Companies,155,3383756,21831
24067,Ulster County,Theater Companies and Dinner Theaters,128,1296083,10126
24068,Ulster County,Musical Groups and Artists,23,1958505,85152
24069,Ulster County,Promoters without Facilities,11,643121,58466
24070,Ulster County,Agents and Managers for Public Figures,8,385555,48194
24071,Ulster County,Independent Artists/Writers/Performers,70,5569737,79568
24072,Ulster County,"Museums, Parks and Historical Sites",139,4660106,33526
24073,Ulster County,Museums,49,1486993,30347
24074,Ulster County,"Amusement, Gambling & Recreation Ind",400,6674813,16687
24075,Ulster County,Other Amusement & Recreation Industries,389,6451522,16585
24076,Ulster County,Golf Courses and Country Clubs,85,1894098,22284
24077,Ulster County,Marinas,12,319067,26589
24078,Ulster County,Fitness and Recreational Sports Centers,185,2148739,11615
24079,Ulster County,All Other Amusement and Recreation Ind,88,1647212,18718
24080,Ulster County,Accommodation and Food Services,7442,165868647,22288
24081,Ulster County,Accommodation,2280,66039957,28965
24082,Ulster County,Traveler Accommodation,2110,62045646,29406
24083,Ulster County,Hotels (except Casino Hotels) and Motels,2006,59576740,29699
24084,Ulster County,Other Traveler Accommodation,105,2468906,23513
24085,Ulster County,Bed-and-Breakfast Inns,99,2384618,24087
24086,Ulster County,RV Parks and Recreational Camps,164,3824875,23322
24087,Ulster County,RV Parks and Campgrounds,120,2378238,19819
24088,Ulster County,Recreational and Vacation Camps,45,1446637,32147
24089,Ulster County,Rooming and Boarding Houses,6,169436,28239
24090,Ulster County,Food Services and Drinking Places,5162,99828690,19339
24091,Ulster County,Special Food Services,341,7729603,22667
24092,Ulster County,Caterers,136,2907851,21381
24093,Ulster County,Drinking Places (Alcoholic Beverages),303,5409373,17853
24094,Ulster County,Restaurants and Other Eating Places,4517,86689714,19192
24095,Ulster County,Restaurants,4517,86689714,19192
24096,Ulster County,Full-service restaurants,2662,54154175,20343
24097,Ulster County,Limited-service restaurants,1508,25965148,17218
24098,Ulster County,Snack and nonalcoholic beverage bars,347,6570391,18935
24099,Ulster County,"Other Services, Ex. Public Admin",2369,64650448,27290
24100,Ulster County,Repair and Maintenance,657,24339345,37046
24101,Ulster County,Automotive Repair and Maintenance,622,23342314,37528
24102,Ulster County,Automotive Mechanical Repair/Maintenance,385,14868745,38620
24103,Ulster County,General Automotive Repair,367,13856867,37757
24104,Ulster County,Other Automotive Mechanical Repair,15,826389,55093
24105,Ulster County,"Automotive Body, Interior & Glass Repair",160,6548491,40928
24106,Ulster County,Automotive Body and Interior Repair,154,6116367,39717
24107,Ulster County,Other Automotive Repair and Maintenance,77,1925078,25001
24108,Ulster County,Car Washes,58,1322399,22800
24109,Ulster County,Electronic Equipment Repair/Maintenance,14,346704,24765
24110,Ulster County,Computer and Office Machine Repair,11,283127,25739
24111,Ulster County,Household Goods Repair and Maintenance,20,618827,30941
24112,Ulster County,Appliance and Outdoor Power Equip Repair,7,308907,44130
24113,Ulster County,Other Household Goods Repair/Maintenance,7,172186,24598
24114,Ulster County,Personal and Laundry Services,731,16588283,22693
24115,Ulster County,Personal Care Services,405,8349230,20615
24116,Ulster County,"Hair, Nail, and Skin Care Services",324,6528549,20150
24117,Ulster County,Beauty Salons,263,5428205,20640
24118,Ulster County,Nail Salons,61,1085499,17795
24119,Ulster County,Other Personal Care Services,80,1820681,22759
24120,Ulster County,Other Personal Care Services,65,1532418,23576
24121,Ulster County,Death Care Services,74,2565381,34667
24122,Ulster County,Funeral Homes and Funeral Services,53,2235666,42182
24123,Ulster County,Cemeteries and Crematories,21,329715,15701
24124,Ulster County,Drycleaning and Laundry Services,146,3425364,23461
24125,Ulster County,Coin-Operated Laundries and Drycleaners,26,311504,11981
24126,Ulster County,Drycleaning and Laundry Services,37,720332,19468
24127,Ulster County,Linen and Uniform Supply,83,2393528,28838
24128,Ulster County,Other Personal Services,107,2248308,21012
24129,Ulster County,Pet Care (except Veterinary) Services,61,1547981,25377
24130,Ulster County,All Other Personal Services,13,436133,33549
24131,Ulster County,Membership Organizations & Associations,901,21225239,23557
24132,Ulster County,Religious Organizations,216,3697615,17119
24133,Ulster County,Grantmaking and Giving Services,99,3897959,39373
24134,Ulster County,Social Advocacy Organizations,261,6488538,24860
24135,Ulster County,Human Rights Organizations,11,350979,31907
24136,Ulster County,Environment & Conservation Organizations,240,5705854,23774
24137,Ulster County,Other Social Advocacy Organizations,10,431705,43171
24138,Ulster County,Civic and Social Organizations,245,3127387,12765
24139,Ulster County,Professional and Similar Organizations,81,4013740,49552
24140,Ulster County,Business Associations,20,682744,34137
24141,Ulster County,Professional Organizations,18,2012154,111786
24142,Ulster County,Labor Unions & Other Labor Organizations,16,512578,32036
24143,Ulster County,Private Households,80,2497581,31220
24144,Warren County,"Agriculture, Forestry, Fishing and Hunting",93,3910671,42050
24145,Warren County,Forestry and Logging,23,1369325,59536
24146,Warren County,Logging,23,1369325,59536
24147,Warren County,Agriculture & Forestry Support Activity,23,905856,39385
24148,Warren County,Support Activities for Animal Production,9,127489,14165
24149,Warren County,Mining,113,6393352,56578
24150,Warren County,Mining (except Oil and Gas),113,6393352,56578
24151,Warren County,Nonmetallic Mineral Mining and Quarrying,111,6301907,56774
24152,Warren County,Utilities,169,21727916,128568
24153,Warren County,Power Generation and Supply,169,21727916,128568
24154,Warren County,Construction,1526,87302218,57210
24155,Warren County,Construction of Buildings,408,19906696,48791
24156,Warren County,Residential Building Construction,221,8208382,37142
24157,Warren County,New Single-Family Housing Construction,116,4386045,37811
24158,Warren County,Residential Remodelers,105,3822337,36403
24159,Warren County,Nonresidential Building Construction,186,11698314,62894
24160,Warren County,Commercial Building Construction,184,11285792,61336
24161,Warren County,Specialty Trade Contractors,1006,56772826,56434
24162,Warren County,Building Foundation/Exterior Contractors,125,6076972,48616
24163,Warren County,Poured Concrete Structure Contractors,57,2958091,51896
24164,Warren County,Residential Poured Foundation Contractor,34,1352362,39775
24165,Warren County,Roofing Contractors,44,2283017,51887
24166,Warren County,Building Equipment Contractors,516,31237022,60537
24167,Warren County,Electrical Contractors,222,14646291,65974
24168,Warren County,Residential Electrical Contractors,55,2890964,52563
24169,Warren County,Plumbing and HVAC Contractors,214,10791763,50429
24170,Warren County,Residential Plumbing/HVAC Contractors,136,6399075,47052
24171,Warren County,Nonresidential Plumbing/HVAC Contractors,78,4392688,56317
24172,Warren County,Building Finishing Contractors,183,8957187,48946
24173,Warren County,Drywall and Insulation Contractors,91,5698654,62623
24174,Warren County,Painting and Wall Covering Contractors,37,1177012,31811
24175,Warren County,Residential Painting Contractors,35,1156188,33034
24176,Warren County,Finish Carpentry Contractors,16,531181,33199
24177,Warren County,Residential Finish Carpentry Contractors,15,525520,35035
24178,Warren County,Other Specialty Trade Contractors,182,10501645,57701
24179,Warren County,Site Preparation Contractors,159,9491204,59693
24180,Warren County,Residential Site Preparation Contractors,123,6615275,53783
24181,Warren County,Nonresidential Site Preparation Contrs,36,2875929,79887
24182,Warren County,All Other Specialty Trade Contractors,23,1010441,43932
24183,Warren County,NAICS 31-33: Manufacturing,3230,205412623,63595
24184,Warren County,Food Manufacturing,48,881394,18362
24185,Warren County,Bakeries and Tortilla Manufacturing,42,837979,19952
24186,Warren County,Bread and Bakery Product Manufacturing,42,837979,19952
24187,Warren County,Retail Bakeries,40,820429,20511
24188,Warren County,Beverage & Tobacco Product Manufacturing,39,1053074,27002
24189,Warren County,Beverage Manufacturing,39,1053074,27002
24190,Warren County,Breweries,19,598456,31498
24191,Warren County,Wood Product Manufacturing,237,8992798,37944
24192,Warren County,Sawmills and Wood Preservation,97,3734536,38500
24193,Warren County,Sawmills,97,3734536,38500
24194,Warren County,Other Wood Product Manufacturing,128,4906440,38332
24195,Warren County,Printing and Related Support Activities,58,2814624,48528
24196,Warren County,Printing,58,2814624,48528
24197,Warren County,Commercial Gravure Printing,53,2680521,50576
24198,Warren County,Nonmetallic Mineral Product Mfg,122,8790105,72050
24199,Warren County,Fabricated Metal Product Manufacturing,211,17870751,84696
24200,Warren County,Machine Shops and Threaded Products,33,1789686,54233
24201,Warren County,Machine Shops,33,1789686,54233
24202,Warren County,Machinery Manufacturing,26,1450877,55803
24203,Warren County,Other General Purpose Machinery Mfg,21,1174795,55943
24204,Warren County,Transportation Equipment Manufacturing,35,1685314,48152
24205,Warren County,Furniture and Related Product Mfg,20,868645,43432
24206,Warren County,Miscellaneous Manufacturing,1568,95010446,60593
24207,Warren County,Medical Equipment and Supplies Mfg,1543,93946609,60886
24208,Warren County,Surgical and Medical Instrument Mfg,1536,93627379,60955
24209,Warren County,Other Miscellaneous Manufacturing,25,1063837,42553
24210,Warren County,Wholesale Trade,801,73923421,92289
24211,Warren County,"Merchant Wholesalers, Durable Goods",595,62740101,105446
24212,Warren County,Motor Vehicle/Part Merchant Wholesalers,32,911566,28486
24213,Warren County,New Motor Vehicle Part Merchant Whsle,28,741438,26480
24214,Warren County,Lumber and Supply Merchant Wholesalers,19,1030030,54212
24215,Warren County,Lumber and Wood Merchant Wholesalers,16,956952,59810
24216,Warren County,Electric Goods Merchant Wholesalers,116,5862914,50542
24217,Warren County,Wiring & Equipment Merchant Wholesalers,115,5821314,50620
24218,Warren County,Hardware & Plumbing Merchant Wholesalers,65,3759789,57843
24219,Warren County,Plumbing Goods Merchant Wholesalers,53,2964958,55943
24220,Warren County,HVAC Goods Merchant Wholesalers,9,568272,63141
24221,Warren County,Machinery & Supply Merchant Wholesalers,86,5371901,62464
24222,Warren County,Industrial Machinery Merchant Whsle,64,4355984,68062
24223,Warren County,Industrial Supplies Merchant Wholesalers,7,473232,67605
24224,Warren County,Misc Durable Goods Merchant Wholesalers,35,1165594,33303
24225,Warren County,Recyclable Material Merchant Wholesalers,20,628506,31425
24226,Warren County,"Merchant Wholesalers, Nondurable Goods",141,6767772,47998
24227,Warren County,Grocery Product Merchant Wholesalers,44,1996755,45381
24228,Warren County,Misc Nondurable Goods Merchant Whsle,38,822383,21642
24229,Warren County,NAICS 44-45: Retail Trade,5393,168171128,31183
24230,Warren County,Motor Vehicle and Parts Dealers,832,42041054,50530
24231,Warren County,Automobile Dealers,577,31124560,53942
24232,Warren County,New Car Dealers,521,27565294,52908
24233,Warren County,Used Car Dealers,56,3559266,63558
24234,Warren County,Other Motor Vehicle Dealers,111,5360826,48296
24235,Warren County,"Motorcycle, Boat & Other Vehicle Dealers",111,5360826,48296
24236,Warren County,Boat Dealers,89,4395945,49393
24237,Warren County,"Auto Parts, Accessories, and Tire Stores",144,5555668,38581
24238,Warren County,Automotive Parts and Accessories Stores,63,1917982,30444
24239,Warren County,Tire Dealers,80,3637686,45471
24240,Warren County,Furniture and Home Furnishings Stores,136,4323751,31792
24241,Warren County,Furniture Stores,53,2288513,43179
24242,Warren County,Home Furnishings Stores,83,2035238,24521
24243,Warren County,Floor Covering Stores,32,1035703,32366
24244,Warren County,Other Home Furnishings Stores,51,999535,19599
24245,Warren County,All Other Home Furnishings Stores,51,999535,19599
24246,Warren County,Electronics and Appliance Stores,64,2752551,43009
24247,Warren County,Electronics and appliances stores,64,2752551,43009
24248,Warren County,Electronics stores,60,2637618,43960
24249,Warren County,Building Material & Garden Supply Stores,551,18372054,33343
24250,Warren County,Building Material and Supplies Dealers,499,16892755,33853
24251,Warren County,Home Centers,343,11240695,32772
24252,Warren County,Hardware Stores,56,1588108,28359
24253,Warren County,Other Building Material Dealers,92,3841877,41760
24254,Warren County,Lawn & Garden Equipment/Supplies Stores,52,1479299,28448
24255,Warren County,"Nursery, Garden & Farm Supply Stores",52,1479299,28448
24256,Warren County,Food and Beverage Stores,914,23738057,25972
24257,Warren County,Grocery Stores,778,19578724,25165
24258,Warren County,Supermarkets and Other Grocery Stores,741,18808404,25382
24259,Warren County,Specialty Food Stores,62,2128204,34326
24260,Warren County,Other Specialty Food Stores,41,1365721,33310
24261,Warren County,"Beer, Wine, and Liquor Stores",75,2031129,27082
24262,Warren County,Health and Personal Care Stores,304,14184804,46661
24263,Warren County,Pharmacies and Drug Stores,186,9649305,51878
24264,Warren County,Cosmetic and Beauty Supply Stores,24,303914,12663
24265,Warren County,Optical Goods Stores,70,3052384,43605
24266,Warren County,Other Health and Personal Care Stores,24,1179201,49133
24267,Warren County,Food (Health) Supplement Stores,6,193229,32205
24268,Warren County,All Other Health & Personal Care Stores,17,985972,57998
24269,Warren County,Gasoline Stations,348,8713966,25040
24270,Warren County,Gasoline Stations w/ Convenience Stores,344,8614060,25041
24271,Warren County,Clothing and Clothing Accessories Stores,649,11167623,17207
24272,Warren County,Clothing Stores,531,8516168,16038
24273,Warren County,Men's Clothing Stores,40,714804,17870
24274,Warren County,Women's Clothing Stores,110,1872832,17026
24275,Warren County,Children's and Infants' Clothing Stores,45,619675,13771
24276,Warren County,Family Clothing Stores,231,3690386,15976
24277,Warren County,Clothing Accessories Stores,42,616605,14681
24278,Warren County,Other Clothing Stores,63,1001866,15903
24279,Warren County,Shoe Stores,74,1321720,17861
24280,Warren County,"Jewelry, Luggage & Leather Goods Stores",43,1329735,30924
24281,Warren County,Jewelry Stores,27,925275,34269
24282,Warren County,Sporting Goods/Hobby/Book/Music Stores,203,4824117,23764
24283,Warren County,Sporting Goods/Musical Instrument Stores,177,4091666,23117
24284,Warren County,Sporting Goods Stores,99,2646942,26737
24285,Warren County,"Hobby, Toy, and Game Stores",51,1072259,21025
24286,Warren County,General Merchandise Stores,1055,26225149,24858
24287,Warren County,Department Stores,368,7054692,19170
24288,Warren County,All Other General Merchandise Stores,90,2128941,23655
24289,Warren County,Miscellaneous Store Retailers,259,7772663,30010
24290,Warren County,Florists,25,577000,23080
24291,Warren County,"Office Supply, Stationery & Gift Stores",90,2361951,26244
24292,Warren County,Office Supplies and Stationery Stores,43,1237991,28790
24293,Warren County,"Gift, Novelty, and Souvenir Stores",47,1123960,23914
24294,Warren County,Used Merchandise Stores,11,192314,17483
24295,Warren County,Other Miscellaneous Store Retailers,134,4641398,34637
24296,Warren County,All Other Miscellaneous Store Retailers,105,3936465,37490
24297,Warren County,Tobacco Stores,29,894871,30858
24298,Warren County,Store Retailers Not Specified Elsewhere,77,3041594,39501
24299,Warren County,Nonstore Retailers,79,4055339,51333
24300,Warren County,Electronic Shopping & Mail-Order Houses,15,782910,52194
24301,Warren County,Electronic Shopping and Mail-Order Houses,15,782910,52194
24302,Warren County,Direct Selling Establishments,65,3272429,50345
24303,Warren County,Fuel Dealers,65,3272429,50345
24304,Warren County,Fuel dealers,65,3272429,50345
24305,Warren County,NAICS 48-49: Transportation and Warehousing,443,14370369,32439
24306,Warren County,Truck Transportation,80,3237408,40468
24307,Warren County,General Freight Trucking,33,1318026,39940
24308,Warren County,"General Freight Trucking, Local",15,641327,42755
24309,Warren County,"General Freight Trucking, Long-Distance",19,676699,35616
24310,Warren County,"General Freight Trucking, Long-Dist TL",19,676699,35616
24311,Warren County,Specialized Freight Trucking,47,1919382,40838
24312,Warren County,Used Household and Office Goods Moving,29,803691,27713
24313,Warren County,"Other Specialized Trucking, Local",18,1115691,61983
24314,Warren County,Transit and Ground Passenger Transport,72,1396379,19394
24315,Warren County,Taxi and Limousine Service,72,1396379,19394
24316,Warren County,Information,810,58179061,71826
24317,Warren County,Publishing Industries,97,5283146,54465
24318,Warren County,Software Publishers,18,1973841,109658
24319,Warren County,Broadcasting (except Internet),36,1019243,28312
24320,Warren County,Radio and Television Broadcasting,36,1019243,28312
24321,Warren County,Telecommunications,169,11444964,67722
24322,Warren County,Telecommunications Resellers,169,11444964,67722
24323,Warren County,Wired Telecommunications Carriers,169,11444964,67722
24324,Warren County,Other Information Services,459,39903345,86935
24325,Warren County,Libraries and Archives,84,2298644,27365
24326,Warren County,Finance and Insurance,1182,80896204,68440
24327,Warren County,Credit Intermediation & Related Activity,496,29418704,59312
24328,Warren County,Depository Credit Intermediation,489,28961894,59227
24329,Warren County,Commercial Banking,437,26945276,61660
24330,Warren County,Savings Institutions,18,640682,35593
24331,Warren County,Credit Unions,34,1375936,40469
24332,Warren County,Nondepository Credit Intermediation,7,456810,65259
24333,Warren County,Other Nondeposit Credit Intermediation,7,456810,65259
24334,Warren County,Financial Investment & Related Activity,65,9447552,145347
24335,Warren County,Security & Commodity Investment Activity,40,7988580,199715
24336,Warren County,Securities Brokerage,30,5523016,184101
24337,Warren County,Other Financial Investment Activities,25,1458972,58359
24338,Warren County,Portfolio Management,20,1237972,61899
24339,Warren County,Investment Advice,5,221000,44200
24340,Warren County,Insurance Carriers & Related Activities,621,42029948,67681
24341,Warren County,"Insurance Agencies, Brokerages & Support",189,14069222,74440
24342,Warren County,Insurance Agencies and Brokerages,180,13722056,76234
24343,Warren County,Other Insurance Related Activities,9,347166,38574
24344,Warren County,Real Estate and Rental and Leasing,335,12525092,37388
24345,Warren County,Real Estate,235,9069265,38593
24346,Warren County,Lessors of Real Estate,134,5212006,38896
24347,Warren County,Lessors of Residential Buildings,109,4285309,39315
24348,Warren County,Lessors of Nonresidential Buildings,20,783568,39178
24349,Warren County,Offices of Real Estate Agents & Brokers,26,791918,30458
24350,Warren County,Activities Related to Real Estate,75,3065341,40871
24351,Warren County,Real Estate Property Managers,70,2792289,39890
24352,Warren County,Residential Property Managers,70,2776731,39668
24353,Warren County,Rental and Leasing Services,101,3455827,34216
24354,Warren County,Automotive Equipment Rental and Leasing,32,1013132,31660
24355,Warren County,Passenger Car Rental and Leasing,27,888826,32919
24356,Warren County,Passenger Car Rental,27,888826,32919
24357,Warren County,Consumer Goods Rental,55,1838105,33420
24358,Warren County,Other Consumer Goods Rental,50,1584285,31686
24359,Warren County,Machinery & Equipment Rental & Leasing,13,604590,46507
24360,Warren County,Professional and Technical Services,1347,80732542,59935
24361,Warren County,Legal Services,203,12757511,62845
24362,Warren County,Offices of Lawyers,187,12126463,64847
24363,Warren County,Other Legal Services,16,631048,39441
24364,Warren County,Accounting and Bookkeeping Services,468,17981550,38422
24365,Warren County,Offices of Certified Public Accountants,82,4636699,56545
24366,Warren County,Architectural and Engineering Services,245,20463265,83524
24367,Warren County,Architectural Services,42,4460570,106204
24368,Warren County,Architechtural Services,42,4460570,106204
24369,Warren County,Engineering Services,182,14997168,82402
24370,Warren County,Specialized Design Services,32,1346371,42074
24371,Warren County,Graphic Design Services,26,1165754,44837
24372,Warren County,Computer Systems Design and Rel Services,125,7844878,62759
24373,Warren County,Custom Computer Programming Services,45,2911480,64700
24374,Warren County,Computer Systems Design Services,65,3842172,59110
24375,Warren County,Management & Technical Consulting Svc,60,3190396,53173
24376,Warren County,Management Consulting Services,51,2760453,54127
24377,Warren County,Administrative Management Consulting Svc,38,1793695,47203
24378,Warren County,Marketing Consulting Services,7,464986,66427
24379,Warren County,Advertising and Related Services,21,1098878,52328
24380,Warren County,Other Professional & Technical Services,171,8499768,49706
24381,Warren County,Veterinary Services,87,2914158,33496
24382,Warren County,All Other Professional & Technical Svc,57,4701795,82488
24383,Warren County,Management of Companies and Enterprises,585,39059590,66769
24384,Warren County,Managing Offices,584,39014590,66806
24385,Warren County,Administrative and Waste Services,2596,90425453,34833
24386,Warren County,Administrative and Support Services,2565,89261459,34800
24387,Warren County,Office Administrative Services,75,4578239,61043
24388,Warren County,Employment Services,1799,62979183,35008
24389,Warren County,Employment Placement Agencies,5,380986,76197
24390,Warren County,Executive search services,2,253305,126653
24391,Warren County,Business Support Services,31,698830,22543
24392,Warren County,Travel Arrangement & Reservation Service,34,915076,26914
24393,Warren County,Other Travel Arrangement Services,31,894633,28859
24394,Warren County,All Other Travel Arrangement Services,31,894633,28859
24395,Warren County,Investigation and Security Services,72,3274925,45485
24396,Warren County,Security Systems Services,67,3183345,47513
24397,Warren County,"Security Systems Services, ex. Locksmith",67,3183345,47513
24398,Warren County,Services to Buildings and Dwellings,514,14118732,27468
24399,Warren County,Exterminating and Pest Control Services,50,2386683,47734
24400,Warren County,Janitorial Services,267,5830232,21836
24401,Warren County,Janatorial Services,267,5830232,21836
24402,Warren County,Landscaping Services,136,3869476,28452
24403,Warren County,Other Support Services,39,2696474,69140
24404,Warren County,Waste Management and Remediation Service,31,1163994,37548
24405,Warren County,Waste Collection,9,151629,16848
24406,Warren County,Solid Waste Collection,9,151629,16848
24407,Warren County,Remediation and Other Waste Services,22,1012365,46017
24408,Warren County,Educational Services,325,7987440,24577
24409,Warren County,Other Schools and Instruction,101,1561266,15458
24410,Warren County,Fine Arts Schools,23,537824,23384
24411,Warren County,All Other Schools and Instruction,32,608131,19004
24412,Warren County,Miscellaneous Schools and Instruction,28,461415,16479
24413,Warren County,Health Care and Social Assistance,6345,312301305,49220
24414,Warren County,Ambulatory Health Care Services,2106,128449937,60992
24415,Warren County,Offices of Physicians,1131,88610025,78347
24416,Warren County,"Offices of Physicians, ex. Mental Health",1131,88610025,78347
24417,Warren County,Offices of Dentists,225,13077841,58124
24418,Warren County,Offices of Other Health Practitioners,292,11471316,39285
24419,Warren County,Offices of Chiropractors,28,1044895,37318
24420,Warren County,Offices of Optometrists,49,2187629,44645
24421,Warren County,Offices of Mental Health Practitioners,25,818996,32760
24422,Warren County,Offices of Specialty Therapists,180,7131833,39621
24423,Warren County,Offices of All Other Health Practitioner,10,287963,28796
24424,Warren County,Offices of Misc Health Practitioners,6,197361,32894
24425,Warren County,Outpatient Care Centers,178,8555870,48067
24426,Warren County,Outpatient Mental Health Centers,40,1898321,47458
24427,Warren County,Other Outpatient Care Centers,125,6110146,48881
24428,Warren County,Home Health Care Services,95,2214515,23311
24429,Warren County,Other Ambulatory Health Care Services,179,3460763,19334
24430,Warren County,Ambulance Services,179,3460763,19334
24431,Warren County,Nursing and Residential Care Facilities,894,28215158,31561
24432,Warren County,Nursing Care Facilities,457,16016359,35047
24433,Warren County,Residential Mental Health Facilities,248,7749960,31250
24434,Warren County,Residential Mental Retardation Facility,227,7221862,31814
24435,Warren County,Community Care Facility for the Elderly,165,4018636,24355
24436,Warren County,Homes for the Elderly,165,4018636,24355
24437,Warren County,Social Assistance,1080,30169687,27935
24438,Warren County,Individual and Family Services,761,23200603,30487
24439,Warren County,Child and Youth Services,61,1682375,27580
24440,Warren County,Services for the Elderly and Disabled,519,12772969,24611
24441,Warren County,Other Individual and Family Services,181,8745259,48316
24442,Warren County,Emergency and Other Relief Services,24,782824,32618
24443,Warren County,Vocational Rehabilitation Services,141,3041315,21570
24444,Warren County,Child Day Care Services,153,3144945,20555
24445,Warren County,"Arts, Entertainment, and Recreation",1265,28462800,22500
24446,Warren County,Performing Arts and Spectator Sports,157,3666996,23357
24447,Warren County,Performing Arts Companies,24,701162,29215
24448,Warren County,Performing Arts and Sports Promoters,127,2759243,21726
24449,Warren County,Promoters with Facilities,124,2631491,21222
24450,Warren County,"Museums, Parks and Historical Sites",55,1373176,24967
24451,Warren County,Museums,43,1102625,25642
24452,Warren County,"Amusement, Gambling & Recreation Ind",1053,23422628,22244
24453,Warren County,Amusement Arcades,21,531499,25309
24454,Warren County,Other Amusement & Recreation Industries,631,14151616,22427
24455,Warren County,Golf Courses and Country Clubs,140,3499566,24997
24456,Warren County,Marinas,99,3442379,34772
24457,Warren County,Fitness and Recreational Sports Centers,123,2304930,18739
24458,Warren County,All Other Amusement and Recreation Ind,178,3317246,18636
24459,Warren County,Accommodation and Food Services,5627,133524529,23729
